Country,Size,Sector,Location,NUTS3_ID,COUNTY_ID,State,Name,Growth,Borrow,Shrink,IR,EWS
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908427,True,True,False,B1,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908428,True,False,False,Aa3,Medium
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908429,True,False,False,Caa/C,Medium
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908430,True,True,False,A3,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908431,False,False,True,Ba1,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908432,False,False,True,B3,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908433,False,True,True,Aa2,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908434,True,False,False,Baa3,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908436,False,True,True,B1,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908437,True,False,False,A2,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908438,False,True,True,Aa1,Low
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908439,False,True,True,A3,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908440,False,True,True,Caa/C,Low
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908441,False,True,False,A1,Medium
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908442,False,False,True,B1,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908443,True,False,False,Baa1,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908444,True,False,False,B3,Medium
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908445,False,True,True,Aa3,Medium
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908446,True,True,False,Aa3,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908447,True,False,False,A1,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908448,True,True,False,A2,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908449,False,True,False,A3,Low
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908450,True,True,False,Baa2,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908451,False,True,True,A1,High
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908452,False,True,True,A2,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908454,False,True,False,Aaa,Severe
SRB,Large,HiTech,"Moravička oblast, Region Šumadije i Zapadne Srbije, Serbia - jug , SRB",RS214,,,Name1908455,False,True,True,Aa3,High
