Country,Size,Sector,Industry,Location,NUTS3_ID,COUNTY_ID,State,Name,Growth,Borrow,Shrink,EWS
NLD,Large,Technology,Software,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491218,False,True,False,Severe
NLD,Large,Technology,Software,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491221,False,False,True,High
NLD,Large,Technology,Software,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491222,True,False,False,Severe
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491223,True,True,False,Low
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491224,True,True,False,Low
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491225,False,False,True,High
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491226,False,False,True,Medium
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491227,True,True,False,High
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491228,False,False,True,Low
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491230,False,False,True,High
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491231,True,True,False,Low
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491233,False,False,True,High
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491234,True,True,False,Severe
NLD,Large,Technology,Hardware,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491235,False,True,False,High
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491236,False,True,True,High
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491238,True,True,False,Severe
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491239,True,True,False,Low
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491240,False,True,False,Low
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491241,False,True,True,Medium
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491242,False,False,True,High
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491243,True,True,False,Severe
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491244,True,False,False,Medium
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491245,False,True,False,Medium
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491246,True,False,False,Low
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491248,True,True,False,Low
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491249,True,True,False,Severe
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491251,True,False,False,High
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491252,True,True,False,Severe
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491253,False,True,False,Low
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491254,True,False,False,Medium
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491255,False,False,True,High
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491256,False,True,False,Medium
NLD,Large,Technology,IT Services,"Noord-Drenthe, Drenthe, Noord-Nederland, NLD",NL131,,,Name4491257,True,True,False,Low
