Country,Growth_Rate,Sector
BGR,0.0,Services
SVK,0.00768284972391,Services
UKR,0.0369042129890533,Services
MAR,0.0363023839520644,Services
IDN,0.0645831655995877,Services
KAZ,0.0569343065693431,Services
LUX,0.0162047050211296,Services
HKG,0.0424291656016051,Services
SRB,0.0447526415713744,Services
ALB,-0.0932693959285634,Services
DEU,0.0222222222222221,Services
MKD,0.0284753980970169,Services
HRV,0.0071512238154819,Services
PAK,0.0895108363375316,Services
VNM,0.0147779069959331,Services
LVA,0.0256567547904454,Services
NZL,0.0569953609961384,Services
MNE,-0.0044520352974664,Services
GRC,0.0052920812186596,Services
HUN,0.0251256281407035,Services
DNK,0.0067328735666599,Services
NLD,0.0292337351108726,Services
USA,0.0381693583689409,Services
AUT,0.0191274682505339,Services
KOR,0.020196370253531,Services
NOR,-0.0100957462942106,Services
CAN,0.0344782380702675,Services
EST,0.026197421148761,Services
SVN,0.0074895438186946,Services
MYS,0.0110838685467262,Services
BEL,0.0099596116932902,Services
ROU,0.0442897572336129,Services
FIN,0.0,Services
JPN,0.0168954163921209,Services
CZE,0.0193087756852435,Services
ISL,0.0286632073140598,Services
IRN,-0.61568468539748,Services
ESP,-0.0070422535211267,Services
LTU,-0.0656693844582384,Services
PHL,0.0448833310941432,Services
SGP,-0.0185863087922111,Services
BIH,0.0,Services
IND,0.066950077165292,Services
FRA,0.0109789264049392,Services
PRT,-0.0018517124745953,Services
ITA,0.0068348642966171,Services
DZA,0.0227272727272727,Services
BRA,0.0653654310862359,Services
MDA,0.0505355439363384,Services
ISR,0.0333581833502363,Services
CHE,0.0016485946735649,Services
THA,-0.0013972262471537,Services
COL,0.0,Services
AUS,-0.0023559708892024,Services
ZAF,0.0634920634920635,Services
MLT,0.092675005242784,Services
POL,0.0225265017667844,Services
RUS,-0.05828249379555,Services
SWE,0.0037390223798726,Services
GBR,0.0169491525423728,Services
TUR,0.158567943478542,Services
TWN,0.034796382918309,Services
MEX,0.109715882270518,Services
