State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.8711580567854057
AK,2,Alaska,0.9430938154054622
AZ,4,Arizona,0.41324428638056543
AR,5,Arkansas,0.5976381895928148
CA,6,California,0.5815544541625145
CO,8,Colorado,0.632875401750005
CT,9,Connecticut,0.9702269023433514
DE,10,Delaware,0.1639700704637712
DC,11,District of Columbia,0.7955600060443752
FL,12,Florida,0.24787296244712997
GA,13,Georgia,0.8677794674680981
HI,15,Hawaii,0.8602372553014563
ID,16,Idaho,0.0004515360409564906
IL,17,Illinois,0.31961628155753274
IN,18,Indiana,0.6746210844585104
IA,19,Iowa,0.6137768472057361
KS,20,Kansas,0.8245593565657452
KY,21,Kentucky,0.6873079040031781
LA,22,Louisiana,0.2983075826894044
ME,23,Maine,0.25029323249621416
MD,24,Maryland,0.7178787731160853
MA,25,Massachusetts,0.35152555221379655
MI,26,Michigan,0.0466109929490367
MN,27,Minnesota,0.5268799316929282
MS,28,Mississippi,0.685135889213459
MO,29,Missouri,0.6524843918170052
MT,30,Montana,0.4437141134374587
NE,31,Nebraska,0.15216315993972485
NV,32,Nevada,0.6254008886826575
NH,33,New Hampshire,0.4200351233420365
NJ,34,New Jersey,0.14404898147120127
NM,35,New Mexico,0.33019995529554036
NY,36,New York,0.1515339809361228
NC,37,North Carolina,0.6511506051219933
ND,38,North Dakota,0.44106872340670444
OH,39,Ohio,0.6302126903817188
OK,40,Oklahoma,0.6048533388226218
OR,41,Oregon,0.9591157898116256
PA,42,Pennsylvania,0.023084210620133105
RI,44,Rhode Island,0.900682378019692
SC,45,South Carolina,0.43509013209462355
SD,46,South Dakota,0.850834266657117
TN,47,Tennessee,0.6018546850939833
TX,48,Texas,0.4927068116522625
UT,49,Utah,0.10823094049130977
VT,50,Vermont,0.3724115812829716
VA,51,Virginia,0.19158355506631153
WA,53,Washington,0.3718868911854485
WV,54,West Virginia,0.20219457182460499
WI,55,Wisconsin,0.44065995652537804
WY,56,Wyoming,0.6761341693502333
PR,72,Puerto Rico,0.8659622028403525
