State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.5004813438828281
AK,2,Alaska,0.7729229429403716
AZ,4,Arizona,0.9143795531480214
AR,5,Arkansas,0.35698245084804914
CA,6,California,0.9711492710307174
CO,8,Colorado,0.8240597671960257
CT,9,Connecticut,0.6159912857753854
DE,10,Delaware,0.04939507962821754
DC,11,District of Columbia,0.04941950773286907
FL,12,Florida,0.850067468974933
GA,13,Georgia,0.575757611999911
HI,15,Hawaii,0.3540778827072363
ID,16,Idaho,0.3929422227528828
IL,17,Illinois,0.7920141710688414
IN,18,Indiana,0.41835950120814647
IA,19,Iowa,0.07255438751068721
KS,20,Kansas,0.9112692099759122
KY,21,Kentucky,0.7229101386965573
LA,22,Louisiana,0.36498509538166335
ME,23,Maine,0.04546531832477829
MD,24,Maryland,0.253586441372862
MA,25,Massachusetts,0.17911250481287055
MI,26,Michigan,0.7511434066266364
MN,27,Minnesota,0.5424915892851526
MS,28,Mississippi,0.22687815938933298
MO,29,Missouri,0.9042819991287632
MT,30,Montana,0.2791618809025387
NE,31,Nebraska,0.3583222603551748
NV,32,Nevada,0.8086375443881715
NH,33,New Hampshire,0.08341590493126827
NJ,34,New Jersey,0.15557306071296306
NM,35,New Mexico,0.04042848840922875
NY,36,New York,0.06140277744608058
NC,37,North Carolina,0.8304703280674777
ND,38,North Dakota,0.9670388420499433
OH,39,Ohio,0.8781742327764478
OK,40,Oklahoma,0.12984722219678735
OR,41,Oregon,0.6028469251285898
PA,42,Pennsylvania,0.20073386405184612
RI,44,Rhode Island,0.8709520637688025
SC,45,South Carolina,0.868756963687366
SD,46,South Dakota,0.16433519175924638
TN,47,Tennessee,0.49631118611098757
TX,48,Texas,0.32755911040645525
UT,49,Utah,0.6824517200886442
VT,50,Vermont,0.37704385331735846
VA,51,Virginia,0.8310991353064489
WA,53,Washington,0.9515446624936383
WV,54,West Virginia,0.519553558892664
WI,55,Wisconsin,0.045683399894999255
WY,56,Wyoming,0.392049929476708
PR,72,Puerto Rico,0.5235978154832294
