Country,Growth_Rate
ABW,0.9886672319091504
AFG,0.87919814441602
AGO,0.39102384183267946
AIA,0.49508368054934115
ALA,0.41620381339014323
ALB,0.20544174887470623
AND,0.933757453987984
ARE,0.7904186573726362
ARG,0.40144609929844133
ARM,0.12538997442788125
ASM,0.28852445378732006
ATA,0.80320511742543
ATF,0.5896934076142507
ATG,0.661138283160292
AUS,0.4013577812069862
AUT,0.7411006231025213
AZE,0.004993868440576588
BDI,0.2666337523893665
BEL,0.5440074287503971
BEN,0.49679054727005434
BES,0.5968740672794535
BFA,0.8724406779986006
BGD,0.12951396049084496
BGR,0.49963384035999114
BHR,0.08851463767618084
BHS,0.13510292306637917
BIH,0.457711986838087
BLM,0.5972465154006206
BLR,0.27313123978419185
BLZ,0.3384155021889499
BMU,0.8360569353515866
BOL,0.5549707968007622
BRA,0.6442331829313293
BRB,0.4503438134937212
BRN,0.4863422736228652
BTN,0.9100821778910809
BVT,0.19990407815998157
BWA,0.14126564499857253
CAF,0.8971006444736316
CAN,0.18433015959400056
CCK,0.1335808463875955
CHE,0.6951694726867568
CHL,0.7780592479263785
CHN,0.5518236812602619
CIV,0.31966903583509143
CMR,0.1582092981537906
COD,0.19582472297671483
COG,0.26126575584180156
COK,0.8861931659264441
COL,0.11763356720369789
COM,0.5314505629029821
CPV,0.29263905733890927
CRI,0.854427744281578
CUB,0.6628769257135476
CUW,0.7106115295177594
CXR,0.20425001157824874
CYM,0.3991266887376488
CYP,0.4319698368137277
CZE,0.47048459320905567
DEU,0.49584723670338526
DJI,0.4349112715729875
DMA,0.9890564377429334
DNK,0.8605363522704974
DOM,0.9035554724097202
DZA,0.5165216988972925
ECU,0.3470018492567647
EGY,0.40018959051464054
ERI,0.9421958217125926
ESH,0.674667530778014
ESP,0.9304417626864829
EST,0.012591979475156445
ETH,0.07164851728027621
FIN,0.9731941631625527
FJI,0.24553758771595657
FLK,0.39777203702585884
FRA,0.38041232869867914
FRO,0.08227234252930138
FSM,0.3445153049919616
GAB,0.0598925634394708
GBR,0.16469844303732672
GEO,0.8625337447797516
GGY,0.9039826737947045
GHA,0.10649494170365137
GIB,0.8973604448745531
GIN,0.8392031510136833
GLP,0.021322952559871267
GMB,0.7637977693680396
GNB,0.7283864613016078
GNQ,0.5985838027939255
GRC,0.39490980028852063
GRD,0.356155554659058
GRL,0.6695204183736566
GTM,0.5935353372506526
GUF,0.13823143162441742
GUM,0.3363079212515412
GUY,0.40301924382389587
HKG,0.8939978079926879
HMD,0.6206779201731671
HND,0.27323200497588784
HRV,0.046146558035998986
HTI,0.5901527669075938
HUN,0.9808514155092433
IDN,0.3431806842434536
IMN,0.468978744977281
IND,0.7861991161812651
IOT,0.2585404368368036
IRL,0.9056357042634205
IRN,0.4347583056609372
IRQ,0.7321932351702074
ISL,0.44027712942546116
ISR,0.32088397197053775
ITA,0.6757181471595017
JAM,0.6867535434913311
JEY,0.43493288219110027
JOR,0.5569776587811641
JPN,0.6219345018134788
KAZ,0.125404272825821
KEN,0.06919897434297251
KGZ,0.7503370951292573
KHM,0.9555272196005035
KIR,0.7323504283973209
KNA,0.06676251514432152
KOR,0.9979950787569686
KWT,0.8685517313408417
LAO,0.3659004948095794
LBN,0.8818096256888515
LBR,0.5089685982252964
LBY,0.23382045452365519
