Country,Growth_Rate
ABW,0.6353935863502994
AFG,0.3233019339297568
AGO,0.5106910846463907
AIA,0.8495797173116851
ALA,0.7874374029737687
ALB,0.5773358853751414
AND,0.6200396867249369
ARE,0.5276253712856578
ARG,0.4149487158152393
ARM,0.6441388536436
ASM,0.5656254138768307
ATA,0.03351440640301384
ATF,0.48302638797805364
ATG,0.42084138776067115
AUS,0.5333911263514975
AUT,0.5385871127397087
AZE,0.8682650715319147
BDI,0.6009766215334675
BEL,0.21493574036631236
BEN,0.8852385168015043
BES,0.5878297780889602
BFA,0.42650497969348067
BGD,0.45439809123955277
BGR,0.6022598930594034
BHR,0.5478011599529052
BHS,0.728457320721941
BIH,0.5983010269220104
BLM,0.7154044132059533
BLR,0.8778959545353896
BLZ,0.9154932248433493
BMU,0.175670608436572
BOL,0.5934579985341771
BRA,0.6559243527817615
BRB,0.7815944767994356
BRN,0.8307107703336901
BTN,0.11144618913817472
BVT,0.25667096706073467
BWA,0.24307671856385282
CAF,0.7447816447483527
CAN,0.6813683407807888
CCK,0.019113604262282924
CHE,0.7914528454751544
CHL,0.6784554956423894
CHN,0.06847683004445038
CIV,0.31400779692129244
CMR,0.4890660390738589
COD,0.05749662935324029
COG,0.6474643681683157
COK,0.28816934145854045
COL,0.6096955051027815
COM,0.5550564086175674
CPV,0.8132274905958313
CRI,0.8939708582329938
CUB,0.5885859160307454
CUW,0.8794773130714897
CXR,0.7989330937311854
CYM,0.09101851731551491
CYP,0.3435478434557605
CZE,0.17381050361959993
DEU,0.21551424168426225
DJI,0.24376083301322216
DMA,0.552342861187858
DNK,0.25956700439429314
DOM,0.63560600155792
DZA,0.6938764600342471
ECU,0.8733625168701065
EGY,0.20944911078017514
ERI,0.3762243159271751
ESH,0.31401014299560737
ESP,0.3788851925348876
EST,0.7023732862804284
ETH,0.607633851162659
FIN,0.022417963663317608
FJI,0.42687488033433363
FLK,0.5758250595652412
FRA,0.1537946550376551
FRO,0.700939049262432
FSM,0.5095440545364737
GAB,0.8479258922340489
GBR,0.17047905950762066
GEO,0.23230325763609783
GGY,0.40252998570350507
GHA,0.4057473448227452
GIB,0.2666355407393609
GIN,0.08663852663740834
GLP,0.858962708755703
GMB,0.12306846363293944
GNB,0.4136492221576321
GNQ,0.9355720462788563
GRC,0.7200225462541664
GRD,0.10540805048548785
GRL,0.03116151230703157
GTM,0.23843459262276856
GUF,0.8559657982551826
GUM,0.23159847629042596
GUY,0.31357800115552836
HKG,0.28205669513126885
HMD,0.19200528877437495
HND,0.4537636553066565
HRV,0.4843505861551506
HTI,0.35389910127484947
HUN,0.3903361899868064
IDN,0.5843249941247098
IMN,0.00992468070546837
IND,0.8270918311826809
IOT,0.45297483991029075
IRL,0.02850535426386369
IRN,0.9692631179367466
IRQ,0.3272494751147619
ISL,0.11070344422947531
ISR,0.25490400975051175
ITA,0.9988341946041128
JAM,0.06532191091414441
JEY,0.5388770796060144
JOR,0.03861246028760135
JPN,0.09557986082374959
KAZ,0.8737163849756604
KEN,0.0440282607146929
KGZ,0.07570769215280104
KHM,0.7582229186386684
KIR,0.04770368621931853
KNA,0.3211032623190371
KOR,0.6898597320970536
KWT,0.7435542189736958
LAO,0.5858081635148077
LBN,0.36764447811870005
LBR,0.9203060360607612
LBY,0.6231689269483678
LCA,0.1025754631488317
LIE,0.2664944704311376
LKA,0.9528759549327345
LSO,0.4733328935427281
LTU,0.318101101601576
LUX,0.9705445696305038
LVA,0.013775373591161988
MAC,0.3359956463474887
MAF,0.2723671115570686
MAR,0.3413839234768833
MCO,0.5839062521096239
MDA,0.8707328980591187
MDG,0.9978448687774223
MDV,0.012278115097066444
MEX,0.5230430627970871
MHL,0.15925062115603028
MKD,0.9736125797389795
MLI,0.7489952743398143
MLT,0.9898941741711681
MMR,0.7240446246220911
MNE,0.8024196176430269
MNG,0.31767440401812375
MNP,0.4551325859067161
MOZ,0.6624578203274395
MRT,0.823078570128745
MSR,0.6066653550947093
MTQ,0.9542813932979729
MUS,0.8033071687478921
MWI,0.7354028574844711
MYS,0.8979999352843827
MYT,0.9232241371937177
NAM,0.036812468340475135
NCL,0.12590131246433223
NER,0.12376982239933199
NFK,0.331023216949766
NGA,0.6806497323250887
NIC,0.7890979975276423
NIU,0.6039482985593776
NLD,0.4260191059020313
NOR,0.07420549762061324
NPL,0.6391479639513706
NRU,0.6038243561847786
NZL,0.06875034843318506
OMN,0.30002823675376566
PAK,0.4264371830935434
PAN,0.19272805659440229
PCN,0.46231926680934854
PER,0.3177096894387911
PHL,0.14382876259487676
PLW,0.9875861852164782
PNG,0.6100009877499963
POL,0.50341256153285
PRI,0.39654424173027125
PRK,0.8071799758399836
PRT,0.8060122440074822
PRY,0.4659872405661728
PSE,0.6930074526801456
PYF,0.24978641057887052
QAT,0.5240417171495962
REU,0.5681332025834375
ROU,0.158965850258162
RUS,0.6061184901077766
RWA,0.5808982574661266
SAU,0.8900075566283492
SDN,0.03262333806304307
SEN,0.18910534257221456
SGP,0.8389242709187478
SGS,0.15115426148966038
SHN,0.48799658615347064
SJM,0.710306783315932
SLB,0.4609473597549293
SLE,0.8903590780625545
SLV,0.5762372265779792
SMR,0.4593191863002857
SOM,0.9982045588550682
SPM,0.7300007109201856
SRB,0.1580697851246623
SSD,0.7350957183932906
STP,0.9616219041423453
SUR,0.5992772120756095
SVK,0.10650584291685516
SVN,0.3515755877269723
SWE,0.5963909669405771
SWZ,0.36728782780862546
SXM,0.5407843791065842
SYC,0.5805666634610028
SYR,0.9453459236305304
TCA,0.9554778647985449
TCD,0.4051196516113823
TGO,0.6358937181765179
THA,0.023733979639588676
TJK,0.6602337339714318
TKL,0.554549556750751
TKM,0.29943801423078165
TLS,0.4636256044069861
TON,0.6536182259042436
TTO,0.756711527664195
TUN,0.5455183063832755
TUR,0.23593880139481826
TUV,0.9455911855151596
TWN,0.8250622086958156
TZA,0.9026593438921672
UGA,0.6511861927656918
UKR,0.7988819045231033
UMI,0.6803924898594907
URY,0.7848360626976397
USA,0.7388147543942992
UZB,0.6228240621050404
VAT,0.5238245929006345
VCT,0.014380560834255651
VEN,0.46997017473671043
VGB,0.5354209797209937
VIR,0.11947155464056824
VNM,0.2537541913784539
VUT,0.42854387815827777
WLF,0.42483320604466857
WSM,0.03101423619856314
YEM,0.510974914596236
ZAF,0.3630149176237346
ZMB,0.7822563881614971
ZWE,0.618038998670737
