State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.5736355603249623
AK,2,Alaska,0.45083282842395045
AZ,4,Arizona,0.2604638175261962
AR,5,Arkansas,0.763890961560632
CA,6,California,0.20953570490648488
CO,8,Colorado,0.4729161725591875
CT,9,Connecticut,0.29910724644206976
DE,10,Delaware,0.2106083975013574
DC,11,District of Columbia,0.14664516476769662
FL,12,Florida,0.6481040066348036
GA,13,Georgia,0.07251942425344726
HI,15,Hawaii,0.7028360816664884
ID,16,Idaho,0.47891195016797705
IL,17,Illinois,0.6286966804539278
IN,18,Indiana,0.013355258216141808
IA,19,Iowa,0.3393967910314394
KS,20,Kansas,0.8439068498632873
KY,21,Kentucky,0.22899647971731596
LA,22,Louisiana,0.1976119103419096
ME,23,Maine,0.3715009264773682
MD,24,Maryland,0.28111544721436166
MA,25,Massachusetts,0.14440402818495235
MI,26,Michigan,0.10761988568529113
MN,27,Minnesota,0.29989872285182717
MS,28,Mississippi,0.8873319348789521
MO,29,Missouri,0.43140898492758617
MT,30,Montana,0.5841532396195352
NE,31,Nebraska,0.5325698822241106
NV,32,Nevada,0.055692819916570935
NH,33,New Hampshire,0.5117988324297893
NJ,34,New Jersey,0.47582792812697683
NM,35,New Mexico,0.36890979711565897
NY,36,New York,0.17345491188391704
NC,37,North Carolina,0.8313415223861064
ND,38,North Dakota,0.10130623103256464
OH,39,Ohio,0.5147782395176581
OK,40,Oklahoma,0.41148748039537975
OR,41,Oregon,0.5407359962930378
PA,42,Pennsylvania,0.2376189138844863
RI,44,Rhode Island,0.8045798782689506
SC,45,South Carolina,0.4509514176446452
SD,46,South Dakota,0.23831584001985617
TN,47,Tennessee,0.17013109761198542
TX,48,Texas,0.26287777913914945
UT,49,Utah,0.880988046936225
VT,50,Vermont,0.573288626547058
VA,51,Virginia,0.6950168447497281
WA,53,Washington,0.9782035557335295
WV,54,West Virginia,0.31259740659357593
WI,55,Wisconsin,0.16638305594718183
WY,56,Wyoming,0.7940915939448103
PR,72,Puerto Rico,0.6609752966158181
