State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.6153002655984949
AK,2,Alaska,0.23179108739500964
AZ,4,Arizona,0.10357277257594832
AR,5,Arkansas,0.03613995132885062
CA,6,California,0.4067719991637214
CO,8,Colorado,0.6505715991253513
CT,9,Connecticut,0.41334877147376536
DE,10,Delaware,0.6043711045707326
DC,11,District of Columbia,0.8227963106001818
FL,12,Florida,0.8721814641596892
GA,13,Georgia,0.8611660778093801
HI,15,Hawaii,0.19943275442301212
ID,16,Idaho,0.8370582286281038
IL,17,Illinois,0.37379056667630384
IN,18,Indiana,5.31861262320632e-05
IA,19,Iowa,0.7546390936540358
KS,20,Kansas,0.30316840133369005
KY,21,Kentucky,0.7889090872545629
LA,22,Louisiana,0.23046814315945774
ME,23,Maine,0.6433803303573116
MD,24,Maryland,0.026561055675163203
MA,25,Massachusetts,0.8605823188049565
MI,26,Michigan,0.6746981368532957
MN,27,Minnesota,0.9529748325673104
MS,28,Mississippi,0.6796671157037228
MO,29,Missouri,0.8086664774082618
MT,30,Montana,0.4386389151463689
NE,31,Nebraska,0.016005051389972214
NV,32,Nevada,0.0558845793514916
NH,33,New Hampshire,0.29389634836115697
NJ,34,New Jersey,0.661736681953856
NM,35,New Mexico,0.9199462190903227
NY,36,New York,0.8847476361337654
NC,37,North Carolina,0.048048477621231656
ND,38,North Dakota,0.7334255600598264
OH,39,Ohio,0.8622821319319377
OK,40,Oklahoma,0.6799701962282306
OR,41,Oregon,0.01889578053757468
PA,42,Pennsylvania,0.2500577591327946
RI,44,Rhode Island,0.9555079425924848
SC,45,South Carolina,0.3731454122253628
SD,46,South Dakota,0.5255074153343432
TN,47,Tennessee,0.25229662447327394
TX,48,Texas,0.17404316433575073
UT,49,Utah,0.5367258742862905
VT,50,Vermont,0.5864301450848016
VA,51,Virginia,0.733364379816013
WA,53,Washington,0.980010918734725
WV,54,West Virginia,0.7613326939192402
WI,55,Wisconsin,0.9425321177435317
WY,56,Wyoming,0.46501316738055454
PR,72,Puerto Rico,0.3813512448081743
