Country,Growth_Rate,Sector
MYS,0.0048042556497365,Construction
SVN,0.0212026207433781,Construction
RUS,-0.0595109603414144,Construction
DEU,0.0201657955164907,Construction
SGP,-0.0564985974250162,Construction
ISL,0.0773890789381047,Construction
DZA,0.004668069779915,Construction
BGR,0.0070921985815601,Construction
SRB,0.043611111111111,Construction
TUR,0.155950335662512,Construction
ALB,0.0047547558565254,Construction
IRN,0.120279848262155,Construction
KAZ,0.013130029648454,Construction
IND,0.0416205737067501,Construction
CHE,0.0404885737067522,Construction
UKR,0.0179692194580532,Construction
MKD,0.0416915397275383,Construction
USA,0.0833835946924004,Construction
GBR,0.0112866817155757,Construction
MDA,0.0737710449304398,Construction
ISR,0.0641715554689524,Construction
ITA,0.0,Construction
AUS,0.05893499629022,Construction
SVK,0.0001545862993269,Construction
EST,0.0610390480230403,Construction
MNE,0.0218579234972678,Construction
NLD,0.0173062494331564,Construction
BIH,0.0,Construction
VNM,0.0744111876735671,Construction
KOR,0.0621710380367395,Construction
MEX,0.0641803485285941,Construction
GRC,0.0,Construction
HUN,0.0403116895335369,Construction
FRA,0.0174815094729016,Construction
COL,0.0107178093626241,Construction
CAN,0.0597925564368518,Construction
BEL,0.015373140709667,Construction
ROU,0.0608401163817982,Construction
CZE,0.0175212340880806,Construction
SWE,0.0203512013813383,Construction
MLT,0.0641909518283172,Construction
HKG,0.088735684360844,Construction
LTU,0.11532770820104,Construction
MAR,0.0157825585521563,Construction
PRT,0.012149912702399,Construction
TWN,0.0363291867330349,Construction
ESP,-0.0214723926380368,Construction
HRV,0.0164286725375222,Construction
LUX,0.0212579725617235,Construction
THA,-0.0003550884170158,Construction
FIN,0.0157890615653175,Construction
ZAF,0.0503654718900459,Construction
BRA,0.0078584341148343,Construction
NZL,0.0396188189389961,Construction
PAK,0.0031983642859513,Construction
AUT,0.0,Construction
DNK,0.021281737320232,Construction
IDN,0.0992744578010352,Construction
LVA,0.036350857953901,Construction
NOR,0.0036453746740448,Construction
PHL,0.0788997443255226,Construction
POL,0.0171619776448141,Construction
JPN,0.0289991083378978,Construction
