Country,Growth_Rate
ABW,0.8560587059358808
AFG,0.7501100596534996
AGO,0.19183770059030203
AIA,0.6240803485958392
ALA,0.11396037459774899
ALB,0.21458544612781338
AND,0.5242623129596107
ARE,0.4534745240913354
ARG,0.9978360403770213
ARM,0.6986992756433986
ASM,0.7886781097950476
ATA,0.1311762997522795
ATF,0.5336938682674818
ATG,0.4267150100271855
AUS,0.75050028586329
AUT,0.3773486022945771
AZE,0.5471132021521496
BDI,0.5196332322185161
BEL,0.6722716744557403
BEN,0.7431959972860848
BES,0.9777267113093855
BFA,0.23109668821609286
BGD,0.2486872553628049
BGR,0.5747142882596016
BHR,0.4991972645008551
BHS,0.11788560312180318
BIH,0.9344701297637186
BLM,0.7323603310163799
BLR,0.5657275925910912
BLZ,0.32815963174377527
BMU,0.13143362271826864
BOL,0.8805402318763816
BRA,0.10412980088047485
BRB,0.09280123312475108
BRN,0.9083166183256653
BTN,0.3298810484588802
BVT,0.1018497027264672
BWA,0.16069832841772191
CAF,0.0012868474569526223
CAN,0.6215920533726678
CCK,0.7632169104766776
CHE,0.19818628548862283
CHL,0.48572704955092094
CHN,0.2335505810698606
CIV,0.3865649576033645
CMR,0.23124134086416992
COD,0.5541344382096386
COG,0.4547444485753108
COK,0.004638966138976408
COL,0.2900777627483019
COM,0.9270579930791876
CPV,0.6759555051086783
CRI,0.9384342741382861
CUB,0.24644761081612643
CUW,0.5560637010027815
CXR,0.7622191483391623
CYM,0.6471293403213227
CYP,0.8982241024894084
CZE,0.7430168767198566
DEU,0.008224703224762986
DJI,0.3194092496195835
DMA,0.6892111808048657
DNK,0.5913525745023009
DOM,0.1555416046020096
DZA,0.014666352514190906
ECU,0.6739909089003232
EGY,0.35699950758243193
ERI,0.9709569543843871
ESH,0.49060766419284196
ESP,0.8354725834502815
EST,0.7663103395254454
ETH,0.13160483447975446
FIN,0.9586753769210987
FJI,0.3193095128208534
FLK,0.7660626567909607
FRA,0.920340870036053
FRO,0.7734130476408265
FSM,0.3188425809443737
GAB,0.35904815153915726
GBR,0.6247786412598375
GEO,0.4532518519441566
GGY,0.6283495308932218
GHA,0.38755184177131674
GIB,0.8221458243602174
GIN,0.416209558733201
GLP,0.49842569558915384
GMB,0.9456252876992749
GNB,0.12233703015455677
GNQ,0.2779165647266093
GRC,0.9975809429699553
GRD,0.34236855163846025
GRL,0.7428626910106362
GTM,0.7116908392325815
GUF,0.1007324173767361
GUM,0.6292288149591619
GUY,0.3408156507727915
HKG,0.8237578588492327
HMD,0.7893477212194218
HND,0.3975536186894949
HRV,0.6457075828739748
HTI,0.8692418372085903
HUN,0.6225839539709779
IDN,0.5899748462437173
IMN,0.3208608323321007
IND,0.1859381502468529
IOT,0.00013544388122765927
IRL,0.26608866911950435
IRN,0.44791506402305226
IRQ,0.5453152718630935
ISL,0.7167073782993056
ISR,0.2047995389207813
ITA,0.9064682243727079
JAM,0.22084087036171274
JEY,0.9396011870819911
JOR,0.6785715462665032
JPN,0.37911245491979595
KAZ,0.14049632818711488
KEN,0.2042015007077923
KGZ,0.5505601837425409
KHM,0.16977577608806305
KIR,0.10619624190258314
KNA,0.019140503544179288
KOR,0.41270728560709746
KWT,0.34139520158427017
LAO,0.7830725693505018
LBN,0.12554663617516404
LBR,0.5861796146002081
LBY,0.08987372008903893
LCA,0.4835262861441355
LIE,0.902110240231883
LKA,0.6177278047597804
LSO,0.7377801413916041
LTU,0.24076040677489152
LUX,0.9780146416145219
LVA,0.6855905585857726
MAC,0.5626537500724798
MAF,0.257966733122421
MAR,0.7614743775340089
MCO,0.08920887924910881
MDA,0.5052699608371262
MDG,0.9335896087310593
MDV,0.2407463413373786
MEX,0.1775066535753952
MHL,0.38314428605246265
MKD,0.4720824494288637
MLI,0.12216908281461414
MLT,0.10517051099345698
MMR,0.22529710779118728
MNE,0.3837041071074285
MNG,0.5739296721126711
MNP,0.06874790477972137
MOZ,0.7742399073932542
MRT,0.0977431339052538
MSR,0.6096178887398138
MTQ,0.14202641208230737
MUS,0.9927541773838355
MWI,0.7920460216496222
MYS,0.7842279200224921
MYT,0.606789982395118
NAM,0.5328891572487906
NCL,0.7171120233627711
NER,0.7986882524279344
NFK,0.7151786819221336
NGA,0.2314377779697463
NIC,0.4555490272964081
NIU,0.8052320227231748
NLD,0.27957378161816226
NOR,0.555975699251439
NPL,0.9680014331694942
NRU,0.13543851532983753
NZL,0.9897750204069277
OMN,0.15580263379751924
PAK,0.4327632073524541
PAN,0.19232908185461828
PCN,0.1438595670517372
PER,0.07884780118585866
PHL,0.41635822232174036
PLW,0.31895868539992234
PNG,0.7811418712105564
POL,0.2607641283453438
PRI,0.8279605028090382
PRK,0.1797489257198105
PRT,0.019858701114609634
PRY,0.11167054686881694
PSE,0.3656613674525494
PYF,0.5166984930758894
QAT,0.9888118841997974
REU,0.04967841903487069
