State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.8308977177066024
AK,2,Alaska,0.013327732548209625
AZ,4,Arizona,0.9509627395071996
AR,5,Arkansas,0.8909071161999937
CA,6,California,0.6574326961829529
CO,8,Colorado,0.5039428050074248
CT,9,Connecticut,0.9569042799072592
DE,10,Delaware,0.9318934010872033
DC,11,District of Columbia,0.7722743514820783
FL,12,Florida,0.6478330460979269
GA,13,Georgia,0.16274398023406556
HI,15,Hawaii,0.7503839863750676
ID,16,Idaho,0.8495453330843411
IL,17,Illinois,0.9622575093561272
IN,18,Indiana,0.7637230977411311
IA,19,Iowa,0.8784790397508742
KS,20,Kansas,0.13354373221340632
KY,21,Kentucky,0.6777844585964226
LA,22,Louisiana,0.9599501806142464
ME,23,Maine,0.8223245450958647
MD,24,Maryland,0.399717711762296
MA,25,Massachusetts,0.6972679860182162
MI,26,Michigan,0.43411166227787634
MN,27,Minnesota,0.9153936729560267
MS,28,Mississippi,0.34480762378072083
MO,29,Missouri,0.40598520454788467
MT,30,Montana,0.35715304267340486
NE,31,Nebraska,0.2541853087469822
NV,32,Nevada,0.04522851678326312
NH,33,New Hampshire,0.2264542435874063
NJ,34,New Jersey,0.19165641874366957
NM,35,New Mexico,0.032586655490294714
NY,36,New York,0.5615426572114671
NC,37,North Carolina,0.004288709972420701
ND,38,North Dakota,0.07150153504794687
OH,39,Ohio,0.04966129702078326
OK,40,Oklahoma,0.15919942919399255
OR,41,Oregon,0.1248942341146263
PA,42,Pennsylvania,0.2533095544449252
RI,44,Rhode Island,0.6400373462844504
SC,45,South Carolina,0.1740869260147888
SD,46,South Dakota,0.39805748363272975
TN,47,Tennessee,0.09747117890594936
TX,48,Texas,0.4005010747987695
UT,49,Utah,0.45056174139668537
VT,50,Vermont,0.42306990197076133
VA,51,Virginia,0.38440363077695705
WA,53,Washington,0.8733566575498838
WV,54,West Virginia,0.2733500847741629
WI,55,Wisconsin,0.4368115772533797
WY,56,Wyoming,0.059228520614732494
PR,72,Puerto Rico,0.8922350911576477
