Country,Growth_Rate,Sector
FIN,0.0128205128205128,Utilities
LVA,0.0159030668516587,Utilities
NZL,0.0457121801688624,Utilities
PRT,0.0,Utilities
ROU,0.0583566773001878,Utilities
VNM,0.0851345012098428,Utilities
TUR,0.199812471602298,Utilities
MKD,0.013793996487138,Utilities
PAK,0.023515470610401,Utilities
LUX,0.0438375020242319,Utilities
BGR,0.0,Utilities
BEL,0.0300052429083904,Utilities
USA,0.0208754208754209,Utilities
SVK,0.0042723877765138,Utilities
FRA,0.020208979602558,Utilities
ZAF,0.175081940238164,Utilities
MNE,0.0279458868477649,Utilities
ESP,-0.0221374900003133,Utilities
GBR,0.0282744356406701,Utilities
LTU,0.0087382388448114,Utilities
SWE,-0.0094148853822692,Utilities
BIH,0.0274143408601784,Utilities
PHL,0.0728034305920856,Utilities
THA,0.01190291150942,Utilities
TWN,0.0506445275157452,Utilities
HKG,0.0952681037800162,Utilities
IDN,-0.0128586349456847,Utilities
POL,0.0468914646996839,Utilities
IND,0.0435136851213989,Utilities
SRB,0.042948787648146,Utilities
MYS,0.0313630859459453,Utilities
JPN,0.0294484487293167,Utilities
ISL,0.0648843496545508,Utilities
AUS,0.0694685003401484,Utilities
GRC,0.0101940615204908,Utilities
NOR,0.002346523916773,Utilities
KOR,0.0425993421052631,Utilities
SGP,0.0112204865459922,Utilities
ITA,0.0064945461823275,Utilities
RUS,-0.021505376344086,Utilities
BRA,0.0615676938964095,Utilities
MEX,0.145708095511693,Utilities
MAR,0.0406085576124947,Utilities
AUT,0.0105017543032382,Utilities
SVN,0.0167111099715391,Utilities
ISR,0.10848688589994,Utilities
NLD,0.0147010661911866,Utilities
UKR,0.0614431905710899,Utilities
CZE,0.0205910428558733,Utilities
HRV,0.0218587668267418,Utilities
KAZ,0.11214960513977,Utilities
MLT,0.0607099602725982,Utilities
IRN,0.114097714618655,Utilities
ALB,-0.0163313114552786,Utilities
CAN,0.0478637969804048,Utilities
DNK,0.012772828357706,Utilities
EST,0.020223166013223,Utilities
HUN,0.0209863577056875,Utilities
MDA,0.0377784439737296,Utilities
DEU,0.0176659307417115,Utilities
CHE,0.0074176574871841,Utilities
COL,0.0752451546275831,Utilities
DZA,0.0544582638934106,Utilities
