Country,Growth_Rate,Sector
ALB,-0.0080145712496007,All
AUS,0.0427768159147611,All
AUT,0.0168161459201681,All
BEL,0.0178399752186155,All
BGR,0.0192307692307692,All
COL,0.0172345195004318,All
ESP,-0.0022899856493259,All
FIN,0.0055863441102026,All
FRA,0.0149626403903371,All
HUN,0.0262299734954146,All
ITA,0.0088904074795922,All
KOR,0.0382288632621177,All
MDA,0.0470981047873266,All
NZL,0.0310339596036477,All
POL,0.0337155035711638,All
PRT,0.0,All
ROU,0.043944911781144,All
RUS,-0.0459997183162287,All
SRB,0.0385909932219564,All
SVK,0.013263370273608,All
SWE,0.0040441720332126,All
THA,-0.0028985507246376,All
UKR,0.0320855614973261,All
USA,0.0506517099375317,All
VNM,0.046834705931287,All
DEU,0.0234831485406826,All
DNK,0.0139682032899655,All
GBR,0.0190913657453548,All
IDN,0.0791584132789122,All
ISL,0.0476896790148864,All
JPN,0.0199751869519877,All
LVA,0.0191075934892032,All
MEX,0.103593121123042,All
MYS,0.0115047481570251,All
PHL,0.0596549212866927,All
SVN,0.009430504959399,All
ZAF,0.070617845172007,All
CAN,0.045268332650553,All
CHE,0.0118254640602986,All
CZE,0.0225990896004872,All
DZA,0.0283782244859155,All
EST,0.0341875,All
HRV,0.0053178791431637,All
ISR,0.0418932961583061,All
LTU,0.0532265741380713,All
SGP,-0.0071172253128847,All
TWN,0.0237646465460539,All
MKD,0.0213871066300031,All
NOR,-0.0049064060677613,All
BIH,0.0116279069767442,All
LUX,0.0095742369582667,All
NLD,0.0216933824971051,All
PAK,0.09340674956923,All
GRC,0.0048014527431594,All
KAZ,0.0878421980294018,All
MNE,-0.0012327566631998,All
BRA,0.0578045824551032,All
IND,0.070101354939407,All
TUR,0.147166619609104,All
IRN,0.231644794454004,All
MAR,0.0235685275983251,All
HKG,0.0371978340251484,All
MLT,0.0547560085425494,All
