State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.42992893897560036
AK,2,Alaska,0.4585572449363945
AZ,4,Arizona,0.9015082446658241
AR,5,Arkansas,0.3744606021336889
CA,6,California,0.24353980035467748
CO,8,Colorado,0.5331181996237963
CT,9,Connecticut,0.7154565240897138
DE,10,Delaware,0.8853066697029262
DC,11,District of Columbia,0.8517596442724126
FL,12,Florida,0.8864999006518841
GA,13,Georgia,0.6596823627683251
HI,15,Hawaii,0.626335916238316
ID,16,Idaho,0.0481222888764844
IL,17,Illinois,0.7563321024477224
IN,18,Indiana,0.9065943828350671
IA,19,Iowa,0.36901585456396135
KS,20,Kansas,0.6976690946127805
KY,21,Kentucky,0.50816746013545
LA,22,Louisiana,0.25409411474067056
ME,23,Maine,0.33009189904706715
MD,24,Maryland,0.24541281904438428
MA,25,Massachusetts,0.7085556773928657
MI,26,Michigan,0.933181440370415
MN,27,Minnesota,0.643183019914089
MS,28,Mississippi,0.6187508080808484
MO,29,Missouri,0.02385672684965745
MT,30,Montana,0.227139600006403
NE,31,Nebraska,0.7607519652775221
NV,32,Nevada,0.01687098419797073
NH,33,New Hampshire,0.10328653677231492
NJ,34,New Jersey,0.2047692064338077
NM,35,New Mexico,0.6587268687267369
NY,36,New York,0.8559751235385017
NC,37,North Carolina,0.4287827319651434
ND,38,North Dakota,0.5195339307850984
OH,39,Ohio,0.7416124938530232
OK,40,Oklahoma,0.32164585129215173
OR,41,Oregon,0.6310280874526616
PA,42,Pennsylvania,0.7204091223674279
RI,44,Rhode Island,0.8031009608587159
SC,45,South Carolina,0.7185947611994846
SD,46,South Dakota,0.4718804161450929
TN,47,Tennessee,0.25550107431888613
TX,48,Texas,0.1271990904277569
UT,49,Utah,0.4006017717861524
VT,50,Vermont,0.5717107021854689
VA,51,Virginia,0.8336426971083928
WA,53,Washington,0.30515724036028
WV,54,West Virginia,0.34949056621093455
WI,55,Wisconsin,0.26047451404093747
WY,56,Wyoming,0.9967745103356247
PR,72,Puerto Rico,0.3953721308971959
