State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.33988847835902725
AK,2,Alaska,0.9495256847603759
AZ,4,Arizona,0.9777124583736383
AR,5,Arkansas,0.5558764861963648
CA,6,California,0.7866788731658853
CO,8,Colorado,0.35781292401390086
CT,9,Connecticut,0.8132452464242725
DE,10,Delaware,0.06659453189324371
DC,11,District of Columbia,0.8869641317403687
FL,12,Florida,0.4531602315806549
GA,13,Georgia,0.7065870052940797
HI,15,Hawaii,0.8551534056831182
ID,16,Idaho,0.8781417533456854
IL,17,Illinois,0.27585407672188933
IN,18,Indiana,0.9805501326432623
IA,19,Iowa,0.5550724322148061
KS,20,Kansas,0.816048531613344
KY,21,Kentucky,0.9144035397412533
LA,22,Louisiana,0.42043904609144667
ME,23,Maine,0.17252291946920806
MD,24,Maryland,0.033537733260953106
MA,25,Massachusetts,0.26156536584426027
MI,26,Michigan,0.5628947938436697
MN,27,Minnesota,0.5448177761217711
MS,28,Mississippi,0.9456592280039994
MO,29,Missouri,0.37760520657811103
MT,30,Montana,0.8275588816579594
NE,31,Nebraska,0.6174775282346748
NV,32,Nevada,0.6915262328525429
NH,33,New Hampshire,0.5314084189031765
NJ,34,New Jersey,0.11060343748110779
NM,35,New Mexico,0.5803563925325498
NY,36,New York,0.35505238209034296
NC,37,North Carolina,0.7166875031381125
ND,38,North Dakota,0.94477759750664
OH,39,Ohio,0.29542007191731634
OK,40,Oklahoma,0.12671501001615015
OR,41,Oregon,0.8658305479250229
PA,42,Pennsylvania,0.8077048033182043
RI,44,Rhode Island,0.9914031996864902
SC,45,South Carolina,0.31605648059948854
SD,46,South Dakota,0.31934940856925864
TN,47,Tennessee,0.29079118645694857
TX,48,Texas,0.6146389126472159
UT,49,Utah,0.13323218348017685
VT,50,Vermont,0.10205513940784083
VA,51,Virginia,0.825251375119403
WA,53,Washington,0.512566863421396
WV,54,West Virginia,0.4684535518820888
WI,55,Wisconsin,0.7904580398190562
WY,56,Wyoming,0.9271256868121394
PR,72,Puerto Rico,0.07597706457277231
