State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.11952002391048089
AK,2,Alaska,0.018609268849631433
AZ,4,Arizona,0.10669324737113683
AR,5,Arkansas,0.6761937483773542
CA,6,California,0.944623277292181
CO,8,Colorado,0.24416215077167314
CT,9,Connecticut,0.9546014578453569
DE,10,Delaware,0.047341507609685585
DC,11,District of Columbia,0.8050272248190339
FL,12,Florida,0.27399481300371653
GA,13,Georgia,0.5885763779817098
HI,15,Hawaii,0.05219179809958452
ID,16,Idaho,0.6385823924579791
IL,17,Illinois,0.03118871148288127
IN,18,Indiana,0.3301810184081154
IA,19,Iowa,0.13956565810264032
KS,20,Kansas,0.4839481248041203
KY,21,Kentucky,0.10856735948855689
LA,22,Louisiana,0.07885554724846255
ME,23,Maine,0.8695111583857956
MD,24,Maryland,0.8124791950972986
MA,25,Massachusetts,0.9369581880792246
MI,26,Michigan,0.35856049460138395
MN,27,Minnesota,0.18567591301726538
MS,28,Mississippi,0.027728507161639215
MO,29,Missouri,0.3121235265047987
MT,30,Montana,0.10653565578457036
NE,31,Nebraska,0.4746168883285712
NV,32,Nevada,0.6095811932414706
NH,33,New Hampshire,0.020538459088323968
NJ,34,New Jersey,0.5079586060997047
NM,35,New Mexico,0.4183265156373325
NY,36,New York,0.5681586866374133
NC,37,North Carolina,0.260434500654082
ND,38,North Dakota,0.05689241886622609
OH,39,Ohio,0.23357652314336785
OK,40,Oklahoma,0.16618639023535298
OR,41,Oregon,0.41274215101003797
PA,42,Pennsylvania,0.1704476711171965
RI,44,Rhode Island,0.7081829316766953
SC,45,South Carolina,0.2548508474281884
SD,46,South Dakota,0.4901024688379325
TN,47,Tennessee,0.9986185076772588
TX,48,Texas,0.8021000763008928
UT,49,Utah,0.9846214063533102
VT,50,Vermont,0.07481408276847401
VA,51,Virginia,0.005798034956991049
WA,53,Washington,0.1470479794302202
WV,54,West Virginia,0.894323803138295
WI,55,Wisconsin,0.39978506330565733
WY,56,Wyoming,0.6060760828392181
PR,72,Puerto Rico,0.40310556258266017
