Country,Size,Sector,Location,NUTS3_ID,COUNTY_ID,State,Name,Growth,Borrow,Shrink,IR,EWS
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472020,False,False,True,B3,High
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472021,True,False,False,A1,Medium
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472022,False,False,True,Aa2,Medium
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472023,True,True,False,A1,Low
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472024,False,False,True,A2,Severe
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472025,True,False,False,A2,Low
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472027,True,False,False,Caa/C,Medium
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472028,False,True,False,Ba2,Medium
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472030,False,True,True,Ba2,Severe
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472032,False,False,True,Caa/C,Medium
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472033,True,True,False,Ba2,Medium
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472034,True,False,False,Baa2,High
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472035,True,False,False,Aa1,Severe
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472036,False,False,True,Baa2,Severe
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472037,False,True,False,Caa/C,High
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472038,True,False,False,Baa2,Medium
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472039,False,True,False,Baa2,Low
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472040,True,True,False,Baa2,Medium
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472041,True,True,False,Ba3,Low
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472042,True,True,False,Ba2,Low
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472043,True,True,False,B1,Severe
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472044,True,False,False,Ba2,High
DEU,Large,HiTech,"Würzburg, Kreisfreie Stadt, Unterfranken, Bayern, DEU",DE263,,,Name472045,True,False,False,Ba3,High
