State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.9445340315669098
AK,2,Alaska,0.757172455070712
AZ,4,Arizona,0.0648989113656867
AR,5,Arkansas,0.8764058246851134
CA,6,California,0.010397317930194605
CO,8,Colorado,0.27106894718711905
CT,9,Connecticut,0.19530845650274165
DE,10,Delaware,0.0356791147685398
DC,11,District of Columbia,0.3331025829672395
FL,12,Florida,0.5175462067506272
GA,13,Georgia,0.6182373864048257
HI,15,Hawaii,0.5596396016942099
ID,16,Idaho,0.35642585167578045
IL,17,Illinois,0.7988903670271861
IN,18,Indiana,0.7866929033622161
IA,19,Iowa,0.41027083775347095
KS,20,Kansas,0.9355997835801235
KY,21,Kentucky,0.585277982812594
LA,22,Louisiana,0.6115433350513861
ME,23,Maine,0.26330801127782577
MD,24,Maryland,0.14698204834595863
MA,25,Massachusetts,0.4124493241986258
MI,26,Michigan,0.47858812913586557
MN,27,Minnesota,0.5259386155327253
MS,28,Mississippi,0.320086904625155
MO,29,Missouri,0.30568797141372095
MT,30,Montana,0.24248788944697897
NE,31,Nebraska,0.8167319544109708
NV,32,Nevada,0.8892401679151356
NH,33,New Hampshire,0.5723700911273676
NJ,34,New Jersey,0.9321358320811224
NM,35,New Mexico,0.00216146725714772
NY,36,New York,0.1241681291218707
NC,37,North Carolina,0.4137255184257226
ND,38,North Dakota,0.012431408151486578
OH,39,Ohio,0.6571465875237656
OK,40,Oklahoma,0.5926790129026643
OR,41,Oregon,0.3069258674617892
PA,42,Pennsylvania,0.5348854719167168
RI,44,Rhode Island,0.5037935433564915
SC,45,South Carolina,0.3684325260981489
SD,46,South Dakota,0.6325888905594421
TN,47,Tennessee,0.3256848110569469
TX,48,Texas,0.2777407886248636
UT,49,Utah,0.8140381316446469
VT,50,Vermont,0.6959791969231276
VA,51,Virginia,0.5379795290919649
WA,53,Washington,0.3361844087879474
WV,54,West Virginia,0.0029227732777743487
WI,55,Wisconsin,0.7018710342967848
WY,56,Wyoming,0.8739018210198686
PR,72,Puerto Rico,0.7972201051417674
