Country,Growth_Rate
ABW,0.14460386592020336
AFG,0.17650905251050364
AGO,0.3160229688147851
AIA,0.7108143545069072
ALA,0.8080663240614784
ALB,0.8456615497082919
AND,0.17148767743095705
ARE,0.9141354407101507
ARG,0.05220721136947126
ARM,0.006258724129817983
ASM,0.71502782521922
ATA,0.9932328790164938
ATF,0.9683792589155429
ATG,0.6751202029504989
AUS,0.72645932031438
AUT,0.11787584066932655
AZE,0.7944180409248845
BDI,0.8014126277070193
BEL,0.3734094043121752
BEN,0.9468005066290828
BES,0.865066222635947
BFA,0.4665669266462372
BGD,0.3732633259060084
BGR,0.6455825637372795
BHR,0.8691121118085939
BHS,0.787400899378451
BIH,0.829857885639467
BLM,0.05751814216828133
BLR,0.03404809028613842
BLZ,0.4389444657328546
BMU,0.14806078210877305
BOL,0.05205257944935604
BRA,0.9501264915447186
BRB,0.03758007826077148
BRN,0.10471286431451066
BTN,0.07334783908886755
BVT,0.9285524074579744
BWA,0.4085629467282067
CAF,0.985489496181955
CAN,0.33597582390799563
CCK,0.9527103187706704
CHE,0.18591704412322796
CHL,0.24556050790014916
CHN,0.7994608219728224
CIV,0.9277648633183784
CMR,0.9557412693687313
COD,0.7185511689573871
COG,0.7502795197496068
COK,0.1696291933000147
COL,0.09964473515911854
COM,0.23586130802590688
CPV,0.38050555828358035
CRI,0.023986166171142798
CUB,0.4523312262025706
CUW,0.15546363368688554
CXR,0.9430153695475039
CYM,0.9690286836555588
CYP,0.42056452387693233
CZE,0.1485735459875691
DEU,0.38152779351211374
DJI,0.12390968933514956
DMA,0.6580457546442624
DNK,0.5114940906568792
DOM,0.3511193798822737
DZA,0.8387966782433213
ECU,0.325843061832388
EGY,0.7498874702425138
ERI,0.46862448702138193
ESH,0.8769033663899705
ESP,0.7444136053001943
EST,0.04871195197956968
ETH,0.2344692257485267
FIN,0.7308837997068706
FJI,0.9005616766761697
FLK,0.9611559678601737
FRA,0.7710742285825881
FRO,0.9658198846623636
FSM,0.9304024796640735
GAB,0.35922860664904654
GBR,0.6178909219992227
GEO,0.8311357765872458
GGY,0.612355236342502
GHA,0.1171641194933839
GIB,0.323289037494381
GIN,0.2989903035352115
GLP,0.15648077482864597
