State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.028726631610187514
AK,2,Alaska,0.7766456845398706
AZ,4,Arizona,0.8420489281865196
AR,5,Arkansas,0.7443496490719517
CA,6,California,0.33935835584789065
CO,8,Colorado,0.892474646235133
CT,9,Connecticut,0.39680543235290033
DE,10,Delaware,0.7080302391961607
DC,11,District of Columbia,0.8821354370017672
FL,12,Florida,0.3287863462034134
GA,13,Georgia,0.01355305061176193
HI,15,Hawaii,0.4414473828336769
ID,16,Idaho,0.8659145650365075
IL,17,Illinois,0.47908418543015197
IN,18,Indiana,0.5005145251038043
IA,19,Iowa,0.29586381536189976
KS,20,Kansas,0.8634800133769124
KY,21,Kentucky,0.0784611753307014
LA,22,Louisiana,0.5032347962442035
ME,23,Maine,0.5431191142328533
MD,24,Maryland,0.3250274017853636
MA,25,Massachusetts,0.11096848068774412
MI,26,Michigan,0.873659686488663
MN,27,Minnesota,0.43604958064660715
MS,28,Mississippi,0.9564390611274088
MO,29,Missouri,0.7026791359769473
MT,30,Montana,0.1898174162343116
NE,31,Nebraska,0.7482348128100936
NV,32,Nevada,0.5051385627010918
NH,33,New Hampshire,0.3291306147186913
NJ,34,New Jersey,0.3475068950248149
NM,35,New Mexico,0.2848393759873201
NY,36,New York,0.029864881448109837
NC,37,North Carolina,0.07313009965942052
ND,38,North Dakota,0.9564212594590843
OH,39,Ohio,0.2048008627499578
OK,40,Oklahoma,0.00020476899084942435
OR,41,Oregon,0.2741322891082819
PA,42,Pennsylvania,0.3411902156279544
RI,44,Rhode Island,0.3940871595786597
SC,45,South Carolina,0.935409285277217
SD,46,South Dakota,0.06750233107849002
TN,47,Tennessee,0.6557038645173084
TX,48,Texas,0.7998734034440405
UT,49,Utah,0.758765394800334
VT,50,Vermont,0.2544163939981978
VA,51,Virginia,0.4138448772809227
WA,53,Washington,0.996568924545355
WV,54,West Virginia,0.5377863650731763
WI,55,Wisconsin,0.7947007770749578
WY,56,Wyoming,0.3796715909659615
PR,72,Puerto Rico,0.3170419069821522
