Country,Size,Sector,Industry,Location,NUTS3_ID,COUNTY_ID,State,Name,Growth,Borrow,Shrink,EWS
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240265,True,True,False,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240266,False,True,False,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240267,True,False,False,Severe
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240268,False,True,True,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240269,False,True,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240270,True,False,False,Severe
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240271,True,False,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240272,True,True,False,Severe
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240273,True,False,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240274,True,False,False,Low
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240275,False,False,True,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240277,False,True,False,Severe
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240278,True,True,False,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240279,False,True,False,Severe
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240281,False,True,True,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240282,False,True,True,Severe
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240283,True,False,False,Low
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240284,False,True,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240285,True,True,False,Low
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240286,False,False,True,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240287,True,False,False,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240289,True,False,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240291,False,True,False,Low
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240292,True,False,False,Low
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240293,True,True,False,Severe
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240294,True,True,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240296,True,False,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240297,True,True,False,Low
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240298,True,True,False,Low
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240299,True,True,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240300,True,True,False,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240301,False,True,False,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240303,False,True,True,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240304,True,False,False,High
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240305,False,True,False,Medium
USA,Large,Technology,Software,"Claiborne, MS, USA",,28021.0,MS,Name11240306,True,True,False,Low
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240307,False,True,False,Medium
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240308,False,False,True,Low
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240309,True,True,False,Medium
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240310,True,False,False,Low
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240311,True,False,False,Medium
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240312,True,False,False,High
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240314,True,True,False,Low
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240315,False,True,False,Severe
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240317,False,False,True,Severe
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240318,True,False,False,High
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240319,True,True,False,Low
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240320,True,True,False,Severe
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240321,True,True,False,Low
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240322,False,True,False,Severe
USA,Large,Technology,Hardware,"Claiborne, MS, USA",,28021.0,MS,Name11240323,False,True,False,Severe
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240324,False,True,False,High
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240325,True,False,False,Medium
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240326,False,False,True,High
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240327,True,True,False,Severe
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240328,True,True,False,Low
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240329,False,True,False,High
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240331,True,False,False,Medium
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240332,False,True,True,High
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240333,True,True,False,Low
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240334,False,True,True,Severe
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240335,True,True,False,Severe
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240336,True,False,False,Medium
USA,Large,Technology,IT Services,"Claiborne, MS, USA",,28021.0,MS,Name11240337,False,False,True,Low
