State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.8538528882931026
AK,2,Alaska,0.21886419800861445
AZ,4,Arizona,0.2858586272520466
AR,5,Arkansas,0.0366386372071168
CA,6,California,0.05131746133290427
CO,8,Colorado,0.14236526421867557
CT,9,Connecticut,0.8606239546876059
DE,10,Delaware,0.9849340929646049
DC,11,District of Columbia,0.9833471967492773
FL,12,Florida,0.4282853590906597
GA,13,Georgia,0.32340637388525395
HI,15,Hawaii,0.4188960401389843
ID,16,Idaho,0.3710862215517958
IL,17,Illinois,0.47124033262110265
IN,18,Indiana,0.9538738362761813
IA,19,Iowa,0.6040643313695283
KS,20,Kansas,0.5335070994956898
KY,21,Kentucky,0.6553486556490815
LA,22,Louisiana,0.9726568567762733
ME,23,Maine,0.8637142189772107
MD,24,Maryland,0.9181502185219776
MA,25,Massachusetts,0.7256952779371223
MI,26,Michigan,0.5739648200529847
MN,27,Minnesota,0.2695158797963546
MS,28,Mississippi,0.208395239198223
MO,29,Missouri,0.456239014922012
MT,30,Montana,0.12139307182056047
NE,31,Nebraska,0.009855759957767773
NV,32,Nevada,0.7738673549055641
NH,33,New Hampshire,0.9301811468634441
NJ,34,New Jersey,0.0752384860303712
NM,35,New Mexico,0.8033484648290764
NY,36,New York,0.6556811206663319
NC,37,North Carolina,0.9711740258486585
ND,38,North Dakota,0.7379097254484481
OH,39,Ohio,0.6450803892665917
OK,40,Oklahoma,0.6923587593896022
OR,41,Oregon,0.880051124030332
PA,42,Pennsylvania,0.14044201357415775
RI,44,Rhode Island,0.8226295387334713
SC,45,South Carolina,0.39556594672380385
SD,46,South Dakota,0.03828356321029369
TN,47,Tennessee,0.5862055123055846
TX,48,Texas,0.8035687861114534
UT,49,Utah,0.2860350368923241
VT,50,Vermont,0.6448459779301705
VA,51,Virginia,0.5325352260512033
WA,53,Washington,0.37059657803475077
WV,54,West Virginia,0.7989653822286685
WI,55,Wisconsin,0.5272631292102493
WY,56,Wyoming,0.21065859966448808
PR,72,Puerto Rico,0.8788999464383269
