Country,Growth_Rate
ABW,0.19428239811116788
AFG,0.26415414605573406
AGO,0.4882657090590121
AIA,0.6904845664076138
ALA,0.32846248294110647
ALB,0.503441146846901
AND,0.8231880252496057
ARE,0.09008824559028938
ARG,0.9636843286256215
ARM,0.5176497129359724
ASM,0.0162326311885177
ATA,0.6665847273746976
ATF,0.3234491152003307
ATG,0.1994730898451108
AUS,0.9265698999003851
AUT,0.639797679739871
AZE,0.48864351405661355
BDI,0.10665235858497846
BEL,0.5871414595359556
BEN,0.6523901900301231
BES,0.6092668589483221
BFA,0.6676199018634829
BGD,0.19047489144628016
BGR,0.9657814458048772
BHR,0.16722406237925191
BHS,0.21863958423661245
BIH,0.9108669449152411
BLM,0.5035469920945658
BLR,0.17726600455724983
BLZ,0.46344949353313014
BMU,0.859089285790527
BOL,0.5055948420041358
BRA,0.6118273355683878
BRB,0.18505167347519946
BRN,0.6644335024978203
BTN,0.9716940258278877
BVT,0.04712629602025853
BWA,0.4543333442216403
CAF,0.42052928541243717
CAN,0.19299191879494493
CCK,0.438901098027492
CHE,0.026251811974848716
CHL,0.7889667493711991
CHN,0.6848699020298755
CIV,0.3638283894774873
CMR,0.05405349482525079
COD,0.24838520405956455
COG,0.9614055001763074
COK,0.6412960841158698
COL,0.8591421620540195
COM,0.8188003342804794
CPV,0.43123233234639735
CRI,0.09795454986063101
CUB,0.38274722248854387
CUW,0.29667825695753114
CXR,0.7279736073340941
CYM,0.7909689550022094
CYP,0.8737666519953816
CZE,0.7517747291808567
DEU,0.4773465304858917
DJI,0.9004296527834688
DMA,0.08672446995908212
DNK,0.9310976231643028
DOM,0.8297446172887419
DZA,0.5404064425275786
ECU,0.7961324562928572
EGY,0.6325859950896341
ERI,0.5830413885787946
ESH,0.5824713061192359
ESP,0.6466076172909825
EST,0.0398666772599412
ETH,0.6526336840455168
FIN,0.04085219095988579
FJI,0.33579059948741175
FLK,0.8879250642485652
FRA,0.12301271182358486
FRO,0.4747043593519825
FSM,0.8081494957706566
GAB,0.14715239930420143
GBR,0.16762686379997205
GEO,0.4632042275811291
GGY,0.18556084894667368
GHA,0.9943168402708125
GIB,0.6320563750218846
GIN,0.9830774151199315
GLP,0.09982971036018129
GMB,0.45583247605462307
GNB,0.340900945796617
GNQ,0.22388806232985892
GRC,0.36106681914962735
GRD,0.7129341954310728
GRL,0.07814801319360387
GTM,0.1045099028813622
GUF,0.2311504628815041
GUM,0.20537150732954979
GUY,0.2861217594805434
HKG,0.46406894163949763
HMD,0.28673316203458077
HND,0.5399146768913186
HRV,0.7208952902893854
HTI,0.8509242238740312
HUN,0.3422379701227042
IDN,0.3661672527902736
IMN,0.14688215880541866
IND,0.8906634812279477
IOT,0.5933583409969897
IRL,0.4346135279192377
IRN,0.38521817127326874
IRQ,0.8113149826380377
ISL,0.7506604672265093
ISR,0.5466593744166224
ITA,0.33475780905090735
JAM,0.8286643907494006
JEY,0.7066709121739592
JOR,0.4813906338538053
JPN,0.6448098052465255
KAZ,0.6374587492466062
KEN,0.18009535968308021
KGZ,0.42016195825563984
KHM,0.7278347199431585
KIR,0.6784868129340528
KNA,0.7705246299517968
KOR,0.37510541985836876
KWT,0.8721315320862703
LAO,0.7667290942669129
LBN,0.08833886065192442
LBR,0.30814465691222004
LBY,0.46935725942411277
LCA,0.8565636218544531
LIE,0.5674289286661316
LKA,0.6970553390704131
LSO,0.9314267795109222
LTU,0.6362073220554247
LUX,0.44158756649297226
LVA,0.1477861173457644
MAC,0.06589581796870869
MAF,0.6348912635208795
MAR,0.20004384150585397
