Country,Growth_Rate
ABW,0.44050703438015637
AFG,0.5002589013284724
AGO,0.2786954383918361
AIA,0.897322077421585
ALA,0.5989251827765909
ALB,0.5796112492183777
AND,0.6225468325916554
ARE,0.16864170989156302
ARG,0.34598315296973015
ARM,0.8085191182751132
ASM,0.5319675371053604
ATA,0.5009997846069552
ATF,0.9281472201317746
ATG,0.8486351016142617
AUS,0.3156734961179877
AUT,0.6180112872156346
AZE,0.11562887019478885
BDI,0.5699243310971189
BEL,0.8192594965023476
BEN,0.5504188220443547
BES,0.676312700679683
BFA,0.3661503845995081
BGD,0.2681838332460832
BGR,0.19350773404240718
BHR,0.0207351613818878
BHS,0.6256208713803568
BIH,0.5692179863257164
BLM,0.30667814989577746
BLR,0.009280544805819302
BLZ,0.0725896150718014
BMU,0.19390772615566054
BOL,0.805554651249734
BRA,0.10704120317043597
BRB,0.16924079613357146
BRN,0.2225689069204243
BTN,0.6142984165286298
BVT,0.6555120142211804
BWA,0.33974363994844137
CAF,0.8559950435879837
CAN,0.8081118291822615
CCK,0.5368024242217142
CHE,0.16502883892633835
CHL,0.06342507322479762
CHN,0.12285573585060994
CIV,0.13136349448982132
CMR,0.38587811929451965
COD,0.6334118470462693
COG,0.1811349200614144
COK,0.5292388589684448
COL,0.31229463595449025
COM,0.9513858239203563
CPV,0.11779388869472851
CRI,0.5973744437770443
CUB,0.4431166494601101
CUW,0.09593221848321831
CXR,0.7859116436658626
CYM,0.01327598618582071
CYP,0.9836095501931587
CZE,0.9351149990024046
DEU,0.5499725814886428
DJI,0.34026895779452304
DMA,0.9048220645251658
DNK,0.909051596485613
DOM,0.6838910171363495
DZA,0.5052304875056514
ECU,0.24927752031553785
EGY,0.7903004865256742
ERI,0.9138052451731465
ESH,0.41271896631734384
ESP,0.7386687552758741
EST,0.2962368474805064
ETH,0.7119017239007626
FIN,0.27678471198493015
FJI,0.027908434190605735
FLK,0.1689706055086485
FRA,0.2654359826972622
FRO,0.006365264340264409
FSM,0.19377741747424404
GAB,0.12614454166264777
GBR,0.6423328360109867
GEO,0.22226670615937494
GGY,0.5554599562626411
GHA,0.08643535941215319
GIB,0.12904644317038771
GIN,0.2971208381124859
GLP,0.7671680148798585
GMB,0.2754841900849673
GNB,0.23458277220969392
GNQ,0.9302018827097912
GRC,0.7098299309572496
GRD,0.8495558674639387
GRL,0.5563122158498779
GTM,0.8763733910231585
GUF,0.5380187176448911
GUM,0.9835629525193805
GUY,0.8605494326949105
HKG,0.7755837944194741
HMD,0.40283119632918707
HND,0.4219565992750084
HRV,0.9097193945942413
HTI,0.5265104507037318
HUN,0.9862351407140458
IDN,0.7666671068207696
IMN,0.19938576651428785
IND,0.6192496626912911
IOT,0.7995044839618971
IRL,0.5948237212723649
IRN,0.529879550632248
IRQ,0.8088762040484365
ISL,0.5989181783325499
ISR,0.6591631747724719
ITA,0.4155084021470393
JAM,0.7686722353527503
JEY,0.7514591899883329
JOR,0.8090347452811071
JPN,0.7193920271450475
KAZ,0.8431561498983303
KEN,0.909796569227867
KGZ,0.9205453788726486
KHM,0.38523714763635275
KIR,0.06663820643445229
KNA,0.055327554211172414
KOR,0.5022289489352496
KWT,0.3546805788706664
LAO,0.9133955406300651
LBN,0.4804258188320488
