Country,Growth_Rate,Sector
GRC,0.0050729705786356,Health_Care
IND,0.106359101912654,Health_Care
SRB,0.0638748926138677,Health_Care
THA,0.0302781462370333,Health_Care
ROU,0.0921123086562528,Health_Care
ESP,0.0129032258064516,Health_Care
BIH,-0.007137776874619,Health_Care
DEU,0.0401644688339857,Health_Care
BEL,0.0195170211809146,Health_Care
MDA,0.0893010968816401,Health_Care
TWN,0.154532754389277,Health_Care
NOR,-0.004727978066658,Health_Care
MAR,0.0642451496343799,Health_Care
MYS,0.040055855079827,Health_Care
MNE,0.0196078431372548,Health_Care
PHL,0.101671718654386,Health_Care
EST,0.0673263157894737,Health_Care
GBR,0.0287606042998256,Health_Care
DZA,0.0881697558341863,Health_Care
IDN,0.215015647515689,Health_Care
BGR,0.0583495460440986,Health_Care
COL,0.0547935990575734,Health_Care
SWE,-0.0012632477922817,Health_Care
NZL,0.0555090005667731,Health_Care
ISL,0.0624519776842387,Health_Care
AUT,0.0402844870479292,Health_Care
ITA,0.0234406652970289,Health_Care
ZAF,0.0867524275005607,Health_Care
PAK,0.194036620198247,Health_Care
USA,0.0412474849094568,Health_Care
TUR,0.172882644077113,Health_Care
PRT,-0.006270778641253,Health_Care
LUX,0.0481944257317353,Health_Care
NLD,0.0186060497852787,Health_Care
JPN,0.0703699555754658,Health_Care
SGP,0.0101698241262449,Health_Care
BRA,0.107346631475779,Health_Care
ALB,-0.0756614289008079,Health_Care
HUN,0.0478306078079214,Health_Care
KOR,0.0337139973577731,Health_Care
LVA,0.0688787602552416,Health_Care
FIN,0.0103092783505154,Health_Care
UKR,0.116442822409026,Health_Care
CZE,0.045296787398772,Health_Care
CHE,0.0358126721763086,Health_Care
SVK,0.0408159051964407,Health_Care
LTU,0.0603661588476829,Health_Care
FRA,0.022026841046386,Health_Care
SVN,0.0251034632977565,Health_Care
ISR,0.112881336196875,Health_Care
AUS,0.0486488785828825,Health_Care
MEX,0.0827337655238171,Health_Care
KAZ,0.102814835963455,Health_Care
CAN,0.0406561469594334,Health_Care
DNK,0.0117976543596833,Health_Care
HRV,0.0263934394139739,Health_Care
MKD,0.0499158427080642,Health_Care
MLT,0.0787058982191313,Health_Care
POL,0.0545722579461471,Health_Care
VNM,0.118203802322688,Health_Care
RUS,0.0129268685662878,Health_Care
HKG,0.0946473110711955,Health_Care
