State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.5260045026774673
AK,2,Alaska,0.33081801662961974
AZ,4,Arizona,0.9307697660816664
AR,5,Arkansas,0.17373503080793584
CA,6,California,0.6898710287561055
CO,8,Colorado,0.7044932466533674
CT,9,Connecticut,0.567123426737578
DE,10,Delaware,0.45741182135431224
DC,11,District of Columbia,0.7004301140302038
FL,12,Florida,0.04332864095341826
GA,13,Georgia,0.8154111611479925
HI,15,Hawaii,0.4749205659894724
ID,16,Idaho,0.2116526108620893
IL,17,Illinois,0.9035911734829252
IN,18,Indiana,0.6674539674607541
IA,19,Iowa,0.1689273469395549
KS,20,Kansas,0.43668037125548387
KY,21,Kentucky,0.5703722479483727
LA,22,Louisiana,0.41142481121613506
ME,23,Maine,0.48430785554276956
MD,24,Maryland,0.22741684547427232
MA,25,Massachusetts,0.5358435784339449
MI,26,Michigan,0.2766668920584362
MN,27,Minnesota,0.5719889627568232
MS,28,Mississippi,0.1691930457511721
MO,29,Missouri,0.3993694086822912
MT,30,Montana,0.17475918125327972
NE,31,Nebraska,0.2372386137680711
NV,32,Nevada,0.8363377443581642
NH,33,New Hampshire,0.8003618683683099
NJ,34,New Jersey,0.1383912933841347
NM,35,New Mexico,0.5724538058139277
NY,36,New York,0.34776778957623766
NC,37,North Carolina,0.707938691303508
ND,38,North Dakota,0.4204410629653942
OH,39,Ohio,0.2751955361090389
OK,40,Oklahoma,0.363980749926508
OR,41,Oregon,0.4439053429701717
PA,42,Pennsylvania,0.489371054626499
RI,44,Rhode Island,0.48780169808486507
SC,45,South Carolina,0.0280696132822289
SD,46,South Dakota,0.12652573803429223
TN,47,Tennessee,0.03536878151968881
TX,48,Texas,0.5148965597783521
UT,49,Utah,0.5158471008552206
VT,50,Vermont,0.721958439030021
VA,51,Virginia,0.5239130949320137
WA,53,Washington,0.963850920162049
WV,54,West Virginia,0.6455713405016208
WI,55,Wisconsin,0.47507436992071284
WY,56,Wyoming,0.6659553171962613
PR,72,Puerto Rico,0.788379131201701
