Country,NUTS1_ID,NUTS_NAME,Growth_Rate
ALB,AL0,Shqipëria,0.9041511789742002
AUT,AT2,Südösterreich,0.9029289488508275
AUT,AT3,Westösterreich,0.5761922275645819
AUT,AT1,Ostösterreich,0.5543977816622093
BEL,BE3,Région wallonne,0.5919868410466008
BEL,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,0.3663286499159262
BEL,BE2,Vlaams Gewest,0.2012641698612948
BGR,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,0.8981245960331701
BGR,BG3,Severna i Yugoiztochna Bulgaria,0.8840788224927117
CHE,CH0,Schweiz/Suisse/Svizzera,0.2628308022985708
CYP,CY0,Kýpros,0.5477935037643724
CZE,CZ0,Česko,0.7779027967733371
DEU,DEF,Schleswig-Holstein,0.5874163235644906
DEU,DE8,Mecklenburg-Vorpommern,0.5647788022970837
DEU,DEG,Thüringen,0.022830910367817814
DEU,DE9,Niedersachsen,0.5283841055211516
DEU,DE1,Baden-Württemberg,0.8995376278984432
DEU,DEA,Nordrhein-Westfalen,0.5665112311544642
DEU,DEB,Rheinland-Pfalz,0.38267578938540925
DEU,DEC,Saarland,0.8073468556532776
DEU,DE2,Bayern,0.7230122704521207
DEU,DE3,Berlin,0.13997484541741312
DEU,DED,Sachsen,0.23692128371631893
DEU,DE4,Brandenburg,0.7150688955295456
DEU,DE5,Bremen,0.9452035229803092
DEU,DE6,Hamburg,0.23017867408879344
DEU,DEE,Sachsen-Anhalt,0.7769077251682511
DEU,DE7,Hessen,0.31590829148059374
DNK,DK0,Danmark,0.47094156123174935
ESP,ES2,Noreste,0.2417980665432623
ESP,ES3,Comunidad de Madrid,0.10218427247475537
ESP,ES4,Centro (ES),0.36268374443549567
ESP,ES5,Este,0.3824931189860613
ESP,ES1,Noroeste,0.7741301248070656
ESP,ES6,Sur,0.639556545036538
EST,EE0,Eesti,0.16896809319631878
FIN,FI1,Manner-Suomi,0.5158421490357055
FIN,FI2,Åland,0.5763516959651559
FRA,FRF,Grand Est,0.5094145134097116
FRA,FRK,Auvergne-Rhône-Alpes,0.36919515918121726
FRA,FRG,Pays de la Loire,0.16663077784501945
FRA,FRL,Provence-Alpes-Côte d’Azur,0.839383218016775
FRA,FRM,Corse,0.1972016013160257
FRA,FRH,Bretagne,0.2160228987044992
FRA,FRI,Nouvelle-Aquitaine,0.12418390311175853
FRA,FRE,Hauts-de-France,0.008152880090840364
FRA,FRJ,Occitanie,0.9693510557588977
FRA,FR1,Ile-de-France,0.6576127565639276
FRA,FRC,Bourgogne-Franche-Comté,0.27340153026287006
FRA,FRD,Normandie,0.21265689556349154
FRA,FRB,Centre — Val de Loire,0.8991941998687348
HRV,HR0,Hrvatska,0.10173687165081313
HUN,HU2,Dunántúl,0.08923644934007269
HUN,HU1,Közép-Magyarország,0.10189502486623325
HUN,HU3,Alföld és Észak,0.6789952935067194
IRL,IE0,Ireland,0.8930194058771629
ISL,IS0,Ísland,0.17917990004444484
ITA,ITC,Nord-Ovest,0.6013996475975383
ITA,ITH,Nord-Est,0.544622206483453
ITA,ITF,Sud,0.3698062724387132
ITA,ITG,Isole,0.8847726901710776
ITA,ITI,Centro (IT),0.3722179354865197
LIE,LI0,Liechtenstein,0.37110223797897335
LTU,LT0,Lietuva,0.16159019590945733
LUX,LU0,Luxembourg,0.4185677929806605
LVA,LV0,Latvija,0.9596934116670679
MKD,MK0,Severna Makedonija ,0.762104278428293
MLT,MT0,Malta,0.7067285820108336
MNE,ME0,Crna Gora,0.03663526632563885
NLD,NL1,Noord-Nederland,0.9212464128380741
NLD,NL2,Oost-Nederland,0.3443534601833106
NLD,NL3,West-Nederland,0.7285844483006626
NLD,NL4,Zuid-Nederland,0.14485904851739384
NOR,NO0,Norge,0.08940270111763149
POL,PL4,Makroregion północno-zachodni,0.4244396821173474
POL,PL5,Makroregion południowo-zachodni,0.26318088846302645
POL,PL6,Makroregion północny,0.010373719389882186
POL,PL7,Makroregion centralny,0.8050641863741351
POL,PL8,Makroregion wschodni,0.9315079921765381
POL,PL9,Makroregion województwo mazowieckie,0.7900282782791271
POL,PL2,Makroregion południowy,0.8402165176317069
PRT,PT3,Região Autónoma da Madeira,0.07481929620024352
PRT,PT1,Continente,0.06093358588087183
PRT,PT2,Região Autónoma dos Açores,0.961251641953198
ROU,RO1,Macroregiunea Unu,0.9488161910279761
ROU,RO2,Macroregiunea Doi,0.30836473918452967
ROU,RO3,Macroregiunea Trei,0.34941945639785854
ROU,RO4,Macroregiunea Patru,0.21545414335965418
SRB,RS1,Serbia - sever,0.939998527975993
SRB,RS2,Serbia - jug ,0.9698061681117742
SVK,SK0,Slovensko,0.5116764128501586
SVN,SI0,Slovenija,0.9279608266776643
SWE,SE1,Östra Sverige,0.4038009689173119
SWE,SE2,Södra Sverige,0.4350087050207804
SWE,SE3,Norra Sverige,0.2510746648577621
TUR,TR4,Doğu Marmara,0.9068739898682738
TUR,TR8,Batı Karadeniz,0.38908725472485606
TUR,TR9,Doğu Karadeniz,0.5541484524521625
TUR,TRA,Kuzeydoğu Anadolu,0.4006336536214534
TUR,TRB,Ortadoğu Anadolu,0.023235539217022594
TUR,TRC,Güneydoğu Anadolu,0.16242457353578843
TUR,TR1,İstanbul,0.6174477714999601
TUR,TR5,Batı Anadolu,0.2846345647369243
TUR,TR2,Batı Marmara,0.9479420493671901
TUR,TR6,Akdeniz,0.7920830054016053
TUR,TR7,Orta Anadolu,0.4577547459971931
TUR,TR3,Ege,0.17402015996193454
