State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.7708904203649862
AK,2,Alaska,0.37839985165777956
AZ,4,Arizona,0.8269301950848816
AR,5,Arkansas,0.16615176021707578
CA,6,California,0.2526274597544411
CO,8,Colorado,0.08489213048849442
CT,9,Connecticut,0.761738631278814
DE,10,Delaware,0.781881253077299
DC,11,District of Columbia,0.3286885878451591
FL,12,Florida,0.6880267099271659
GA,13,Georgia,0.029010111206440037
HI,15,Hawaii,0.06130174733722327
ID,16,Idaho,0.6078407106439866
IL,17,Illinois,0.991390039191834
IN,18,Indiana,0.8630905833272101
IA,19,Iowa,0.3823759169936546
KS,20,Kansas,0.8626903550512409
KY,21,Kentucky,0.2814464101574926
LA,22,Louisiana,0.18069650220730527
ME,23,Maine,0.21341341615846576
MD,24,Maryland,0.6410881946610765
MA,25,Massachusetts,0.1358859507086484
MI,26,Michigan,0.15917462502447366
MN,27,Minnesota,0.9082264809370332
MS,28,Mississippi,0.9366692642882586
MO,29,Missouri,0.9230570761651735
MT,30,Montana,0.12540894639689426
NE,31,Nebraska,0.4328902236197463
NV,32,Nevada,0.1442798915879494
NH,33,New Hampshire,0.7284699953308311
NJ,34,New Jersey,0.7160731029565168
NM,35,New Mexico,0.8722300336075203
NY,36,New York,0.4715911605045092
NC,37,North Carolina,0.5674467840174252
ND,38,North Dakota,0.30884510196911164
OH,39,Ohio,0.01035896147582116
OK,40,Oklahoma,0.268765464961061
OR,41,Oregon,0.4136870160775189
PA,42,Pennsylvania,0.3070616466337943
RI,44,Rhode Island,0.9681835612412076
SC,45,South Carolina,0.22077116215600834
SD,46,South Dakota,0.47048407309647144
TN,47,Tennessee,0.07565930717145197
TX,48,Texas,0.13314804851286577
UT,49,Utah,0.03386237583429175
VT,50,Vermont,0.4676351989090829
VA,51,Virginia,0.914724807993112
WA,53,Washington,0.7472421020236504
WV,54,West Virginia,0.03529041448668835
WI,55,Wisconsin,0.2316721219589003
WY,56,Wyoming,0.2748294383170585
PR,72,Puerto Rico,0.06742680809479362
