State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.1685153926063584
AK,2,Alaska,0.567287995445312
AZ,4,Arizona,0.007778578170474226
AR,5,Arkansas,0.7102970286984344
CA,6,California,0.4259762469885723
CO,8,Colorado,0.564832029730229
CT,9,Connecticut,0.1458839498850797
DE,10,Delaware,0.9598328983902417
DC,11,District of Columbia,0.7003863212354849
FL,12,Florida,0.9686035015662267
GA,13,Georgia,0.3736946662426457
HI,15,Hawaii,0.2890384423047293
ID,16,Idaho,0.9437186185437245
IL,17,Illinois,0.5628624779326303
IN,18,Indiana,0.6453120868340432
IA,19,Iowa,0.007986346781688525
KS,20,Kansas,0.09220647775918667
KY,21,Kentucky,0.24764665342515746
LA,22,Louisiana,0.9855949101200081
ME,23,Maine,0.4822878270266907
MD,24,Maryland,0.8150597961407566
MA,25,Massachusetts,0.6647892796015634
MI,26,Michigan,0.20208408702741942
MN,27,Minnesota,0.7001181262911484
MS,28,Mississippi,0.7380099529057234
MO,29,Missouri,0.8513007026192898
MT,30,Montana,0.009965435368813669
NE,31,Nebraska,0.484483014120913
NV,32,Nevada,0.23408635399983369
NH,33,New Hampshire,0.7586803807790528
NJ,34,New Jersey,0.21526694892095166
NM,35,New Mexico,0.041157010188404564
NY,36,New York,0.5340669513683888
NC,37,North Carolina,0.83408560359715
ND,38,North Dakota,0.2531946497739187
OH,39,Ohio,0.28873888402979453
OK,40,Oklahoma,0.016277574054087807
OR,41,Oregon,0.44528134144178166
PA,42,Pennsylvania,0.7122934512920807
RI,44,Rhode Island,0.9812468410506392
SC,45,South Carolina,0.9914422742334231
SD,46,South Dakota,0.6157434853690762
TN,47,Tennessee,0.8136661885033978
TX,48,Texas,0.12202691058209081
UT,49,Utah,0.4739468068406345
VT,50,Vermont,0.12552637025585
VA,51,Virginia,0.8836971203463354
WA,53,Washington,0.3010428117979226
WV,54,West Virginia,0.747530266183217
WI,55,Wisconsin,0.8092173876803681
WY,56,Wyoming,0.14593816429670414
PR,72,Puerto Rico,0.8818119081815325
