Country,NUTS1_ID,NUTS_NAME,Growth_Rate
ALB,AL0,Shqipëria,0.5185821489888576
AUT,AT2,Südösterreich,0.7846292237921326
AUT,AT3,Westösterreich,0.6488286577214487
AUT,AT1,Ostösterreich,0.24895629963540422
BEL,BE3,Région wallonne,0.40326010852345895
BEL,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,0.6389019418149979
BEL,BE2,Vlaams Gewest,0.40882191830082193
BGR,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,0.150741322475753
BGR,BG3,Severna i Yugoiztochna Bulgaria,0.10746509540415572
CHE,CH0,Schweiz/Suisse/Svizzera,0.0887693483047639
CYP,CY0,Kýpros,0.09285091589243488
CZE,CZ0,Česko,0.12036203623044661
DEU,DEF,Schleswig-Holstein,0.5786944906424116
DEU,DE8,Mecklenburg-Vorpommern,0.2288657287044683
DEU,DEG,Thüringen,0.7640720828850325
DEU,DE9,Niedersachsen,0.2403414478499628
DEU,DE1,Baden-Württemberg,0.028885087748154348
DEU,DEA,Nordrhein-Westfalen,0.9917157960957403
DEU,DEB,Rheinland-Pfalz,0.7372396569076602
DEU,DEC,Saarland,0.6126064774909381
DEU,DE2,Bayern,0.533803747654728
DEU,DE3,Berlin,0.40159403462972076
DEU,DED,Sachsen,0.5070823230253626
DEU,DE4,Brandenburg,0.24587180090662342
DEU,DE5,Bremen,0.8311039222718659
DEU,DE6,Hamburg,0.9658265043012099
DEU,DEE,Sachsen-Anhalt,0.13804800106054815
DEU,DE7,Hessen,0.6832925060855018
DNK,DK0,Danmark,0.060188391557066456
ESP,ES2,Noreste,0.8855056037146478
ESP,ES3,Comunidad de Madrid,0.6963002623342861
ESP,ES4,Centro (ES),0.40129927390786124
ESP,ES5,Este,0.14978308597390855
ESP,ES1,Noroeste,0.2169051845231802
ESP,ES6,Sur,0.3723115229507866
EST,EE0,Eesti,0.4231557972272557
FIN,FI1,Manner-Suomi,0.2978836691779202
FIN,FI2,Åland,0.5833184299650773
FRA,FRF,Grand Est,0.6278643947462048
FRA,FRK,Auvergne-Rhône-Alpes,0.19567458969608864
FRA,FRG,Pays de la Loire,0.9538359483339884
FRA,FRL,Provence-Alpes-Côte d’Azur,0.9531962471248684
FRA,FRM,Corse,0.8200367552543036
FRA,FRH,Bretagne,0.03528320267998808
FRA,FRI,Nouvelle-Aquitaine,0.9148114698511288
FRA,FRE,Hauts-de-France,0.5090365835468255
FRA,FRJ,Occitanie,0.6334255041964646
FRA,FR1,Ile-de-France,0.34106903658068244
FRA,FRC,Bourgogne-Franche-Comté,0.29689878670245884
FRA,FRD,Normandie,0.07471060952471265
FRA,FRB,Centre — Val de Loire,0.44289428361766403
HRV,HR0,Hrvatska,0.19563505228819855
HUN,HU2,Dunántúl,0.22847334809713105
HUN,HU1,Közép-Magyarország,0.9469031217295644
HUN,HU3,Alföld és Észak,0.18034645648648762
IRL,IE0,Ireland,0.5466167692375353
ISL,IS0,Ísland,0.5996853906077146
ITA,ITC,Nord-Ovest,0.6106001923794272
ITA,ITH,Nord-Est,0.5215645359514836
ITA,ITF,Sud,0.6702554762566173
ITA,ITG,Isole,0.31604780036366553
ITA,ITI,Centro (IT),0.5155223038800375
LIE,LI0,Liechtenstein,0.6406769069028329
LTU,LT0,Lietuva,0.5605641010749208
LUX,LU0,Luxembourg,0.9508741873768527
LVA,LV0,Latvija,0.4500850739864396
MKD,MK0,Severna Makedonija ,0.36966515074492934
MLT,MT0,Malta,0.6992901346519879
MNE,ME0,Crna Gora,0.5028865722478949
NLD,NL1,Noord-Nederland,0.16456457650777045
NLD,NL2,Oost-Nederland,0.6923044331765915
NLD,NL3,West-Nederland,0.3162081744311218
NLD,NL4,Zuid-Nederland,0.8531157395653595
NOR,NO0,Norge,0.2552570047406424
POL,PL4,Makroregion północno-zachodni,0.9260699508838559
POL,PL5,Makroregion południowo-zachodni,0.21490395430147236
POL,PL6,Makroregion północny,0.5613184267123206
POL,PL7,Makroregion centralny,0.21451820406208177
POL,PL8,Makroregion wschodni,0.4100696053954801
POL,PL9,Makroregion województwo mazowieckie,0.5532879028161672
POL,PL2,Makroregion południowy,0.2408766895118325
PRT,PT3,Região Autónoma da Madeira,0.9369815668107367
PRT,PT1,Continente,0.7461880098497226
PRT,PT2,Região Autónoma dos Açores,0.12030573896621966
ROU,RO1,Macroregiunea Unu,0.7321185403599169
ROU,RO2,Macroregiunea Doi,0.5803431946622912
ROU,RO3,Macroregiunea Trei,0.22199210348227427
ROU,RO4,Macroregiunea Patru,0.31201755859172686
SRB,RS1,Serbia - sever,0.70032691464906
SRB,RS2,Serbia - jug ,0.08610182020038493
SVK,SK0,Slovensko,0.7340574106458635
SVN,SI0,Slovenija,0.5873829205729579
SWE,SE1,Östra Sverige,0.6363170838357858
SWE,SE2,Södra Sverige,0.5610324052591482
SWE,SE3,Norra Sverige,0.43597572099059323
TUR,TR4,Doğu Marmara,0.5391549175570675
TUR,TR8,Batı Karadeniz,0.33075116181304265
TUR,TR9,Doğu Karadeniz,0.515518307587548
TUR,TRA,Kuzeydoğu Anadolu,0.8708094464505989
TUR,TRB,Ortadoğu Anadolu,0.5904378342750353
TUR,TRC,Güneydoğu Anadolu,0.7514809694424772
TUR,TR1,İstanbul,0.8839386151838742
TUR,TR5,Batı Anadolu,0.22242024758409285
TUR,TR2,Batı Marmara,0.44066145653470534
TUR,TR6,Akdeniz,0.34616806832031677
TUR,TR7,Orta Anadolu,0.40226975278996757
TUR,TR3,Ege,0.7030849684987063
