State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.3267080369653631
AK,2,Alaska,0.7343198179975379
AZ,4,Arizona,0.6405128053020414
AR,5,Arkansas,0.7114129848599364
CA,6,California,0.10319071386994427
CO,8,Colorado,0.1456902700384457
CT,9,Connecticut,0.742543939038889
DE,10,Delaware,0.1620862516259881
DC,11,District of Columbia,0.20961158572790828
FL,12,Florida,0.06957533359684731
GA,13,Georgia,0.5887392749871191
HI,15,Hawaii,0.8574543394765362
ID,16,Idaho,0.4909512096391
IL,17,Illinois,0.9951626753910079
IN,18,Indiana,0.6169636192066984
IA,19,Iowa,0.8967318578740381
KS,20,Kansas,0.1092078585528774
KY,21,Kentucky,0.4183015201653172
LA,22,Louisiana,0.48640122477313297
ME,23,Maine,0.12074160477276397
MD,24,Maryland,0.31197967670090465
MA,25,Massachusetts,0.16787685310300982
MI,26,Michigan,0.9109384140231812
MN,27,Minnesota,0.3603781751431331
MS,28,Mississippi,0.7346791517038823
MO,29,Missouri,0.2540605296447669
MT,30,Montana,0.732607589738964
NE,31,Nebraska,0.9396522491332812
NV,32,Nevada,0.3247621692290775
NH,33,New Hampshire,0.4148497060363364
NJ,34,New Jersey,0.7701175205219027
NM,35,New Mexico,0.5773113185244284
NY,36,New York,0.7097833659581317
NC,37,North Carolina,0.003868984758244931
ND,38,North Dakota,0.15403644877548384
OH,39,Ohio,0.8932089197719695
OK,40,Oklahoma,0.5821623299240185
OR,41,Oregon,0.7747829910368303
PA,42,Pennsylvania,0.6776493076837888
RI,44,Rhode Island,0.8547513343941682
SC,45,South Carolina,0.5138724825182402
SD,46,South Dakota,0.3309374149385589
TN,47,Tennessee,0.7358853451147119
TX,48,Texas,0.8996791639965521
UT,49,Utah,0.9866588224606756
VT,50,Vermont,0.41652627887921245
VA,51,Virginia,0.4820824378645837
WA,53,Washington,0.2822371496838375
WV,54,West Virginia,0.875569687760117
WI,55,Wisconsin,0.03476249087862171
WY,56,Wyoming,0.0349232610090503
PR,72,Puerto Rico,0.5096638891026589
