parent,child,Count,Growth_Rate,Type
,Zemgale,2003,0.3042726127743878,Overall
Zemgale,Technology,141,0.9141221367179291,Sector
Zemgale,Healthcare,186,0.6633116821848581,Sector
Zemgale,Finance,182,0.8127696859960848,Sector
Zemgale,Energy,199,0.39558198017289536,Sector
Zemgale,Consumer Goods,130,0.04465888601530332,Sector
Zemgale,Utilities,192,0.33351916503330425,Sector
Zemgale,Real Estate,123,0.36515341338839125,Sector
Zemgale,Telecommunications,137,0.8115982684282628,Sector
Zemgale,Materials,167,0.677226020993161,Sector
Zemgale,Industrials,174,0.7347323744087315,Sector
Zemgale,Consumer Services,135,0.5558842000476675,Sector
Zemgale,Transportation,237,0.1010437213733516,Sector
Technology,Software,87,0.522874059337713,Industry
Technology,Hardware,54,0.38514089194298295,Industry
Technology,IT Services,0,0.3992135299239792,Industry
Healthcare,Pharmaceuticals,48,0.08159415287668237,Industry
Healthcare,Medical Devices,62,0.41730067212326805,Industry
Healthcare,Healthcare Services,76,0.9326287445825456,Industry
Finance,Banking,50,0.4342801109090393,Industry
Finance,Insurance,93,0.5220030111706849,Industry
Finance,Investment Services,39,0.9364602431565892,Industry
Energy,Oil & Gas,79,0.2642469207377115,Industry
Energy,Renewable Energy,82,0.9101611244697465,Industry
Energy,Energy Exploration,38,0.7897260650034034,Industry
Consumer Goods,Food & Beverage,30,0.3602887278738698,Industry
Consumer Goods,Household Products,77,0.5861692094486151,Industry
Consumer Goods,Apparel,23,0.893677647138485,Industry
Utilities,Electric,65,0.12133218767674747,Industry
Utilities,Water,93,0.024211139852156727,Industry
Utilities,Gas,34,0.7373362559658309,Industry
Real Estate,Residential,33,0.32359434398013254,Industry
Real Estate,Commercial,59,0.8896938494678128,Industry
Real Estate,Industrial,31,0.10077795945712797,Industry
Telecommunications,Mobile,0,0.6220065824292008,Industry
Telecommunications,Broadband,73,0.9369048218312681,Industry
Telecommunications,Satellite,64,0.14267727328306412,Industry
Materials,Chemicals,77,0.39022150328111715,Industry
Materials,Metals & Mining,58,0.06831917504554985,Industry
Materials,Construction Materials,32,0.3820297114206579,Industry
Industrials,Aerospace & Defense,40,0.02671316974371818,Industry
Industrials,Machinery,45,0.42145292660450795,Industry
Industrials,Industrial Services,89,0.09624158363382851,Industry
Consumer Services,Retail,42,0.7009470280017644,Industry
Consumer Services,Travel & Leisure,4,0.006757509805823569,Industry
Consumer Services,Media,89,0.5884730022520981,Industry
Transportation,Airlines,50,0.4123895209807936,Industry
Transportation,Railroads,99,0.9286856562409214,Industry
Transportation,Logistics,88,0.1668199578693086,Industry
