parent,child,Count,Growth_Rate,Type
,Çanakkale,2018,0.17039557552189044,Overall
Çanakkale,Technology,175,0.20410948341612845,Sector
Çanakkale,Healthcare,199,0.10723239024819253,Sector
Çanakkale,Finance,180,0.031114347758295136,Sector
Çanakkale,Energy,107,0.26268256460704253,Sector
Çanakkale,Consumer Goods,274,0.4927991802064946,Sector
Çanakkale,Utilities,141,0.7973057297360002,Sector
Çanakkale,Real Estate,137,0.88422796069228,Sector
Çanakkale,Telecommunications,52,0.13616661395566587,Sector
Çanakkale,Materials,159,0.3999100737602501,Sector
Çanakkale,Industrials,185,0.9142628556581788,Sector
Çanakkale,Consumer Services,221,0.8182255617538998,Sector
Çanakkale,Transportation,188,0.11238290269925433,Sector
Technology,Software,27,0.31006890131897114,Industry
Technology,Hardware,88,0.71753848011744,Industry
Technology,IT Services,60,0.08458338165280099,Industry
Healthcare,Pharmaceuticals,19,0.4957868763474572,Industry
Healthcare,Medical Devices,83,0.2782714091202235,Industry
Healthcare,Healthcare Services,97,0.18269378932479108,Industry
Finance,Banking,30,0.01709695064210137,Industry
Finance,Insurance,51,0.5658862936916381,Industry
Finance,Investment Services,99,0.5255188586125179,Industry
Energy,Oil & Gas,50,0.10185692933627433,Industry
Energy,Renewable Energy,2,0.4122010111014184,Industry
Energy,Energy Exploration,55,0.9115558122515676,Industry
Consumer Goods,Food & Beverage,94,0.07811616888914774,Industry
Consumer Goods,Household Products,99,0.9359204715746307,Industry
Consumer Goods,Apparel,81,0.442690201610769,Industry
Utilities,Electric,80,0.43553276693143317,Industry
Utilities,Water,37,0.05434686376953912,Industry
Utilities,Gas,24,0.20532867097976848,Industry
Real Estate,Residential,29,0.6092766913798181,Industry
Real Estate,Commercial,11,0.203326496684073,Industry
Real Estate,Industrial,97,0.7088523093117298,Industry
Telecommunications,Mobile,6,0.47349649090510426,Industry
Telecommunications,Broadband,45,0.9524499926434188,Industry
Telecommunications,Satellite,1,0.789557178704561,Industry
Materials,Chemicals,73,0.7675359003549791,Industry
Materials,Metals & Mining,43,0.1358674124676823,Industry
Materials,Construction Materials,43,0.9003275069881316,Industry
Industrials,Aerospace & Defense,54,0.678642714415254,Industry
Industrials,Machinery,36,0.925233394614074,Industry
Industrials,Industrial Services,95,0.47657758252545346,Industry
Consumer Services,Retail,68,0.7579232366636519,Industry
Consumer Services,Travel & Leisure,86,0.7753388899447828,Industry
Consumer Services,Media,67,0.17932454666373,Industry
Transportation,Airlines,91,0.7993800915495347,Industry
Transportation,Railroads,10,0.3022551457587198,Industry
Transportation,Logistics,87,0.28891318611984984,Industry
