parent,child,Count,Growth_Rate,Type
,Saalfeld-Rudolstadt,1677,0.831249800981776,Overall
Saalfeld-Rudolstadt,Technology,46,0.53137264750018,Sector
Saalfeld-Rudolstadt,Healthcare,126,0.661792518753338,Sector
Saalfeld-Rudolstadt,Finance,235,0.3355807383459566,Sector
Saalfeld-Rudolstadt,Energy,85,0.6917658144003984,Sector
Saalfeld-Rudolstadt,Consumer Goods,245,0.3223961387865121,Sector
Saalfeld-Rudolstadt,Utilities,175,0.4156665248793098,Sector
Saalfeld-Rudolstadt,Real Estate,139,0.5998720022002687,Sector
Saalfeld-Rudolstadt,Telecommunications,188,0.3030478377540059,Sector
Saalfeld-Rudolstadt,Materials,75,0.651240146078091,Sector
Saalfeld-Rudolstadt,Industrials,119,0.8702893467173286,Sector
Saalfeld-Rudolstadt,Consumer Services,88,0.39428928897313253,Sector
Saalfeld-Rudolstadt,Transportation,156,0.38521802784089354,Sector
Technology,Software,15,0.31267367715412664,Industry
Technology,Hardware,31,0.31733674098064,Industry
Technology,IT Services,0,0.885305073605992,Industry
Healthcare,Pharmaceuticals,4,0.8304521881569166,Industry
Healthcare,Medical Devices,40,0.6930778262476809,Industry
Healthcare,Healthcare Services,82,0.38037727496288143,Industry
Finance,Banking,53,0.9476948090196082,Industry
Finance,Insurance,96,0.2854107276804102,Industry
Finance,Investment Services,86,0.42321675178886453,Industry
Energy,Oil & Gas,6,0.7661829084360946,Industry
Energy,Renewable Energy,23,0.4975097826236673,Industry
Energy,Energy Exploration,56,0.9556568545235414,Industry
Consumer Goods,Food & Beverage,91,0.243770248394929,Industry
Consumer Goods,Household Products,71,0.2613805008730634,Industry
Consumer Goods,Apparel,83,0.11252326828464843,Industry
Utilities,Electric,29,0.35705116213867094,Industry
Utilities,Water,84,0.7177822106590889,Industry
Utilities,Gas,62,0.887220641628783,Industry
Real Estate,Residential,77,0.8540325573368875,Industry
Real Estate,Commercial,56,0.03425833493102315,Industry
Real Estate,Industrial,6,0.7798778233145435,Industry
Telecommunications,Mobile,41,0.5826953731782635,Industry
Telecommunications,Broadband,59,0.19229959301399635,Industry
Telecommunications,Satellite,88,0.3102782896219577,Industry
Materials,Chemicals,0,0.09368861108983917,Industry
Materials,Metals & Mining,42,0.24360538264883402,Industry
Materials,Construction Materials,33,0.5705638525663204,Industry
Industrials,Aerospace & Defense,55,0.5627961716073603,Industry
Industrials,Machinery,10,0.7151383360857788,Industry
Industrials,Industrial Services,54,0.9822041890507143,Industry
Consumer Services,Retail,12,0.09281807661817854,Industry
Consumer Services,Travel & Leisure,21,0.5804977106956823,Industry
Consumer Services,Media,55,0.32850298270841827,Industry
Transportation,Airlines,61,0.6712012651344542,Industry
Transportation,Railroads,3,0.6665380487862653,Industry
Transportation,Logistics,92,0.8932825487309053,Industry
