parent,child,Count,Growth_Rate,Type
,Østjylland,1485,0.5973741787136124,Overall
Østjylland,Technology,110,0.9054623823108242,Sector
Østjylland,Healthcare,175,0.3097460113043706,Sector
Østjylland,Finance,39,0.925846992695415,Sector
Østjylland,Energy,63,0.8182420874523132,Sector
Østjylland,Consumer Goods,154,0.6064451911604787,Sector
Østjylland,Utilities,124,0.40649000452294504,Sector
Østjylland,Real Estate,189,0.2987568756040623,Sector
Østjylland,Telecommunications,114,0.6370349930245837,Sector
Østjylland,Materials,109,0.0838052778779882,Sector
Østjylland,Industrials,190,0.16053254806870398,Sector
Østjylland,Consumer Services,67,0.7558847179922128,Sector
Østjylland,Transportation,151,0.29301165033348,Sector
Technology,Software,17,0.040156060068880395,Industry
Technology,Hardware,4,0.5929227042332689,Industry
Technology,IT Services,89,0.9050850909866848,Industry
Healthcare,Pharmaceuticals,26,0.6177088648086749,Industry
Healthcare,Medical Devices,57,0.26282418972566435,Industry
Healthcare,Healthcare Services,92,0.23401111583185175,Industry
Finance,Banking,16,0.8983598732759397,Industry
Finance,Insurance,2,0.43676878543229236,Industry
Finance,Investment Services,21,0.3265518078807583,Industry
Energy,Oil & Gas,42,0.9380851508613106,Industry
Energy,Renewable Energy,1,0.7950114189007944,Industry
Energy,Energy Exploration,20,0.9729590812575524,Industry
Consumer Goods,Food & Beverage,24,0.48326659646480596,Industry
Consumer Goods,Household Products,46,0.38065321084519876,Industry
Consumer Goods,Apparel,84,0.9669698762595114,Industry
Utilities,Electric,52,0.3311345478875125,Industry
Utilities,Water,2,0.04861919060177211,Industry
Utilities,Gas,70,0.5367166613656618,Industry
Real Estate,Residential,67,0.41175157920436667,Industry
Real Estate,Commercial,61,0.15351986129222828,Industry
Real Estate,Industrial,61,0.4839018518573941,Industry
Telecommunications,Mobile,81,0.9651158542097932,Industry
Telecommunications,Broadband,33,0.9861385276475816,Industry
Telecommunications,Satellite,0,0.6002323809647251,Industry
Materials,Chemicals,92,0.7691909407123276,Industry
Materials,Metals & Mining,8,0.4366168806281574,Industry
Materials,Construction Materials,9,0.8277366004013135,Industry
Industrials,Aerospace & Defense,68,0.3049341851811814,Industry
Industrials,Machinery,34,0.11114326352673964,Industry
Industrials,Industrial Services,88,0.13452604248929034,Industry
Consumer Services,Retail,3,0.40603530779515995,Industry
Consumer Services,Travel & Leisure,17,0.634728755756141,Industry
Consumer Services,Media,47,0.7662631791888088,Industry
Transportation,Airlines,13,0.007633517400576939,Industry
Transportation,Railroads,70,0.012830778256034625,Industry
Transportation,Logistics,68,0.010557547782521381,Industry
