parent,child,Count,Growth_Rate,Type
,Ilm-Kreis,1827,0.6550593233942406,Overall
Ilm-Kreis,Technology,242,0.13042070749319423,Sector
Ilm-Kreis,Healthcare,101,0.0276437945330833,Sector
Ilm-Kreis,Finance,218,0.5520736569937215,Sector
Ilm-Kreis,Energy,185,0.6085344483128567,Sector
Ilm-Kreis,Consumer Goods,150,0.5675271854842928,Sector
Ilm-Kreis,Utilities,77,0.29782430544161764,Sector
Ilm-Kreis,Real Estate,182,0.6503018798076363,Sector
Ilm-Kreis,Telecommunications,183,0.5242101905661147,Sector
Ilm-Kreis,Materials,134,0.6384921320811493,Sector
Ilm-Kreis,Industrials,131,0.375616296231461,Sector
Ilm-Kreis,Consumer Services,91,0.8939582270883505,Sector
Ilm-Kreis,Transportation,133,0.0010409663742393382,Sector
Technology,Software,99,0.6343552755322411,Industry
Technology,Hardware,83,0.8094195403348654,Industry
Technology,IT Services,60,0.8106027412833927,Industry
Healthcare,Pharmaceuticals,18,0.805065349253747,Industry
Healthcare,Medical Devices,34,0.08356944901506591,Industry
Healthcare,Healthcare Services,49,0.37393095139771104,Industry
Finance,Banking,93,0.3208008830590494,Industry
Finance,Insurance,34,0.725438954530382,Industry
Finance,Investment Services,91,0.7622771444898909,Industry
Energy,Oil & Gas,32,0.9314669260686474,Industry
Energy,Renewable Energy,72,0.8069806994782658,Industry
Energy,Energy Exploration,81,0.02206852149289773,Industry
Consumer Goods,Food & Beverage,71,0.8669002336764468,Industry
Consumer Goods,Household Products,37,0.31059142705661225,Industry
Consumer Goods,Apparel,42,0.08661988731969994,Industry
Utilities,Electric,36,0.33347968414154283,Industry
Utilities,Water,9,0.6376718212391226,Industry
Utilities,Gas,32,0.06840070673010679,Industry
Real Estate,Residential,66,0.9528033505801864,Industry
Real Estate,Commercial,54,0.7607382188787508,Industry
Real Estate,Industrial,62,0.812853052987834,Industry
Telecommunications,Mobile,98,0.4541245404235611,Industry
Telecommunications,Broadband,59,0.9817177870392187,Industry
Telecommunications,Satellite,26,0.6029850923079972,Industry
Materials,Chemicals,10,0.3837330106074408,Industry
Materials,Metals & Mining,45,0.16440460459472028,Industry
Materials,Construction Materials,79,0.5759549472783891,Industry
Industrials,Aerospace & Defense,85,0.41706909023578687,Industry
Industrials,Machinery,43,0.45608171930039254,Industry
Industrials,Industrial Services,3,0.34284839472242445,Industry
Consumer Services,Retail,10,0.4784037469179776,Industry
Consumer Services,Travel & Leisure,60,0.25382499494389,Industry
Consumer Services,Media,21,0.028319684762657227,Industry
Transportation,Airlines,31,0.13535324290626727,Industry
Transportation,Railroads,89,0.8438302822697349,Industry
Transportation,Logistics,13,0.09508048092063426,Industry
