parent,child,Count,Growth_Rate,Type
,Napoli,1585,0.9796112554501213,Overall
Napoli,Technology,126,0.4957873259723371,Sector
Napoli,Healthcare,55,0.22078503766225854,Sector
Napoli,Finance,56,0.9606978513813759,Sector
Napoli,Energy,118,0.6905702403584026,Sector
Napoli,Consumer Goods,265,0.9575256094938698,Sector
Napoli,Utilities,132,0.9345875043611926,Sector
Napoli,Real Estate,134,0.5089017065350855,Sector
Napoli,Telecommunications,148,0.8684630650132288,Sector
Napoli,Materials,126,0.8480646930896217,Sector
Napoli,Industrials,129,0.4545776348444629,Sector
Napoli,Consumer Services,135,0.7361135908460347,Sector
Napoli,Transportation,161,0.1996522001784331,Sector
Technology,Software,4,0.3485269931606554,Industry
Technology,Hardware,82,0.8885745833574497,Industry
Technology,IT Services,40,0.008337692186257906,Industry
Healthcare,Pharmaceuticals,41,0.5836164837827249,Industry
Healthcare,Medical Devices,2,0.48053258296993384,Industry
Healthcare,Healthcare Services,12,0.3210753571606575,Industry
Finance,Banking,25,0.5246903449267994,Industry
Finance,Insurance,20,0.5130575296536442,Industry
Finance,Investment Services,11,0.8105619081178178,Industry
Energy,Oil & Gas,80,0.8462454545398356,Industry
Energy,Renewable Energy,9,0.9930492131990392,Industry
Energy,Energy Exploration,29,0.3208547748708426,Industry
Consumer Goods,Food & Beverage,82,0.948448645843277,Industry
Consumer Goods,Household Products,85,0.5064350830780925,Industry
Consumer Goods,Apparel,98,0.43385773513416415,Industry
Utilities,Electric,38,0.20780586628055553,Industry
Utilities,Water,9,0.6754237818884028,Industry
Utilities,Gas,85,0.20226593595451225,Industry
Real Estate,Residential,40,0.8412779787958868,Industry
Real Estate,Commercial,50,0.9175660329888685,Industry
Real Estate,Industrial,44,0.06997296565420708,Industry
Telecommunications,Mobile,5,0.6946731407225487,Industry
Telecommunications,Broadband,87,0.6110846058018305,Industry
Telecommunications,Satellite,56,0.6279909016448975,Industry
Materials,Chemicals,2,0.08979543459156292,Industry
Materials,Metals & Mining,55,0.558320913062392,Industry
Materials,Construction Materials,69,0.6726787820017797,Industry
Industrials,Aerospace & Defense,55,0.3173716466101911,Industry
Industrials,Machinery,65,0.35137746618801935,Industry
Industrials,Industrial Services,9,0.2602892750679865,Industry
Consumer Services,Retail,66,0.192802311477289,Industry
Consumer Services,Travel & Leisure,5,0.8194497890922614,Industry
Consumer Services,Media,64,0.571814874651662,Industry
Transportation,Airlines,78,0.5357276807183464,Industry
Transportation,Railroads,17,0.004019792282703327,Industry
Transportation,Logistics,66,0.664760715135513,Industry
