parent,child,Count,Growth_Rate,Type
,Morbihan,1635,0.44619132183682286,Overall
Morbihan,Technology,130,0.08240756471566824,Sector
Morbihan,Healthcare,84,0.5193258938924741,Sector
Morbihan,Finance,160,0.42238514927119486,Sector
Morbihan,Energy,206,0.41344364699023095,Sector
Morbihan,Consumer Goods,156,0.08336355662366846,Sector
Morbihan,Utilities,146,0.31766335581237737,Sector
Morbihan,Real Estate,108,0.323617876221171,Sector
Morbihan,Telecommunications,217,0.1354321562707198,Sector
Morbihan,Materials,82,0.1289181660896641,Sector
Morbihan,Industrials,69,0.555354833281614,Sector
Morbihan,Consumer Services,134,0.4114567027596039,Sector
Morbihan,Transportation,143,0.9299530597837061,Sector
Technology,Software,50,0.8013460665719537,Industry
Technology,Hardware,55,0.30450299553311777,Industry
Technology,IT Services,25,0.005779589617041503,Industry
Healthcare,Pharmaceuticals,21,0.475502551555937,Industry
Healthcare,Medical Devices,61,0.43788671728417694,Industry
Healthcare,Healthcare Services,2,0.5273658869973362,Industry
Finance,Banking,92,0.43285556393530455,Industry
Finance,Insurance,28,0.35801893274350116,Industry
Finance,Investment Services,40,0.5442114956380253,Industry
Energy,Oil & Gas,54,0.7011538936260379,Industry
Energy,Renewable Energy,75,0.8029379011935296,Industry
Energy,Energy Exploration,77,0.08883177041166057,Industry
Consumer Goods,Food & Beverage,14,0.8873070451190803,Industry
Consumer Goods,Household Products,59,0.44881796595319345,Industry
Consumer Goods,Apparel,83,0.3334593133059539,Industry
Utilities,Electric,4,0.11008954977554508,Industry
Utilities,Water,74,0.02557034607955888,Industry
Utilities,Gas,68,0.6924264089607813,Industry
Real Estate,Residential,64,0.7783977831133004,Industry
Real Estate,Commercial,17,0.6794967208040568,Industry
Real Estate,Industrial,27,0.34918067039788137,Industry
Telecommunications,Mobile,77,0.22451977432528214,Industry
Telecommunications,Broadband,98,0.7514391719506482,Industry
Telecommunications,Satellite,42,0.962153036728804,Industry
Materials,Chemicals,47,0.44830961932390667,Industry
Materials,Metals & Mining,11,0.2838143033272179,Industry
Materials,Construction Materials,24,0.6430119184230092,Industry
Industrials,Aerospace & Defense,24,0.07388728720571869,Industry
Industrials,Machinery,22,0.5726351839847551,Industry
Industrials,Industrial Services,23,0.4140822005386968,Industry
Consumer Services,Retail,61,0.058864831199747836,Industry
Consumer Services,Travel & Leisure,28,0.14914446752048371,Industry
Consumer Services,Media,45,0.037722149030655294,Industry
Transportation,Airlines,77,0.7210430870832641,Industry
Transportation,Railroads,47,0.34840038823832287,Industry
Transportation,Logistics,19,0.6909561583029562,Industry
