parent,child,Count,Growth_Rate,Type
,Weimarer Land,1874,0.8234292968385089,Overall
Weimarer Land,Technology,224,0.6082706444551035,Sector
Weimarer Land,Healthcare,109,0.054899479940001994,Sector
Weimarer Land,Finance,182,0.8947252788295663,Sector
Weimarer Land,Energy,100,0.8876279696929927,Sector
Weimarer Land,Consumer Goods,185,0.246463512807772,Sector
Weimarer Land,Utilities,187,0.7747100812339907,Sector
Weimarer Land,Real Estate,68,0.45175909531088954,Sector
Weimarer Land,Telecommunications,206,0.3421123934329313,Sector
Weimarer Land,Materials,172,0.17921721544855074,Sector
Weimarer Land,Industrials,146,0.7248740459373432,Sector
Weimarer Land,Consumer Services,182,0.28983546443110164,Sector
Weimarer Land,Transportation,113,0.6656474381693531,Sector
Technology,Software,80,0.48697352695246054,Industry
Technology,Hardware,79,0.9180719381266578,Industry
Technology,IT Services,65,0.3321661252479233,Industry
Healthcare,Pharmaceuticals,39,0.2944361260555598,Industry
Healthcare,Medical Devices,1,0.027425542454745266,Industry
Healthcare,Healthcare Services,69,0.4646188544378972,Industry
Finance,Banking,78,0.8279808436845636,Industry
Finance,Insurance,58,0.3697981925651306,Industry
Finance,Investment Services,46,0.6674430539954721,Industry
Energy,Oil & Gas,54,0.7939066669658204,Industry
Energy,Renewable Energy,32,0.9885338978286509,Industry
Energy,Energy Exploration,14,0.2564757099713686,Industry
Consumer Goods,Food & Beverage,60,0.3618749651553538,Industry
Consumer Goods,Household Products,70,0.734056438827676,Industry
Consumer Goods,Apparel,55,0.17229951831371382,Industry
Utilities,Electric,61,0.753557152483307,Industry
Utilities,Water,39,0.16026021782682143,Industry
Utilities,Gas,87,0.6073328971363817,Industry
Real Estate,Residential,6,0.1713914133023433,Industry
Real Estate,Commercial,13,0.5874433095643175,Industry
Real Estate,Industrial,49,0.012461410484721713,Industry
Telecommunications,Mobile,58,0.7483598707194873,Industry
Telecommunications,Broadband,93,0.6375545262585369,Industry
Telecommunications,Satellite,55,0.7374009991267905,Industry
Materials,Chemicals,53,0.012151261181497341,Industry
Materials,Metals & Mining,95,0.5178703329465976,Industry
Materials,Construction Materials,24,0.0741729484074608,Industry
Industrials,Aerospace & Defense,91,0.6077385947813171,Industry
Industrials,Machinery,18,0.5231026046507383,Industry
Industrials,Industrial Services,37,0.40216514815322735,Industry
Consumer Services,Retail,84,0.6628659496036915,Industry
Consumer Services,Travel & Leisure,81,0.7502187462959459,Industry
Consumer Services,Media,17,0.3905214361253041,Industry
Transportation,Airlines,34,0.8255068478855642,Industry
Transportation,Railroads,75,0.22505558813586757,Industry
Transportation,Logistics,4,0.6540116583346487,Industry
