parent,child,Count,Growth_Rate,Type
,Västmanlands län,1658,0.6838934710684939,Overall
Västmanlands län,Technology,133,0.8038089413170951,Sector
Västmanlands län,Healthcare,119,0.6295707839823019,Sector
Västmanlands län,Finance,116,0.446661792340033,Sector
Västmanlands län,Energy,138,0.9468032174315777,Sector
Västmanlands län,Consumer Goods,183,0.6585163089006516,Sector
Västmanlands län,Utilities,97,0.7374463225786827,Sector
Västmanlands län,Real Estate,147,0.8462918127390107,Sector
Västmanlands län,Telecommunications,132,0.4445301356006526,Sector
Västmanlands län,Materials,189,0.8120847776426691,Sector
Västmanlands län,Industrials,192,0.768632301899034,Sector
Västmanlands län,Consumer Services,162,0.9893921442244321,Sector
Västmanlands län,Transportation,50,0.22654448382665537,Sector
Technology,Software,28,0.00656795347215422,Industry
Technology,Hardware,60,0.9810371295284629,Industry
Technology,IT Services,45,0.5200355318124517,Industry
Healthcare,Pharmaceuticals,75,0.17440840030186788,Industry
Healthcare,Medical Devices,2,0.6673030679299566,Industry
Healthcare,Healthcare Services,42,0.04494566611855533,Industry
Finance,Banking,26,0.6618684990173738,Industry
Finance,Insurance,73,0.7004387238253789,Industry
Finance,Investment Services,17,0.8423327138514333,Industry
Energy,Oil & Gas,18,0.5796271147747467,Industry
Energy,Renewable Energy,54,0.277869487247548,Industry
Energy,Energy Exploration,66,0.18165625919846606,Industry
Consumer Goods,Food & Beverage,42,0.2368602985439524,Industry
Consumer Goods,Household Products,47,0.40988423606149427,Industry
Consumer Goods,Apparel,94,0.8373369140686009,Industry
Utilities,Electric,1,0.1952593211966862,Industry
Utilities,Water,5,0.805453872783626,Industry
Utilities,Gas,91,0.7031056972956717,Industry
Real Estate,Residential,45,0.9551836689132708,Industry
Real Estate,Commercial,38,0.9504779208425662,Industry
Real Estate,Industrial,64,0.26792437539110014,Industry
Telecommunications,Mobile,58,0.15942684766425008,Industry
Telecommunications,Broadband,32,0.9774464218057909,Industry
Telecommunications,Satellite,42,0.8890296581977692,Industry
Materials,Chemicals,63,0.3174613655891213,Industry
Materials,Metals & Mining,68,0.7962277728874135,Industry
Materials,Construction Materials,58,0.4363639840547884,Industry
Industrials,Aerospace & Defense,79,0.5109229000554797,Industry
Industrials,Machinery,63,0.3223567735372517,Industry
Industrials,Industrial Services,50,0.16878089075311153,Industry
Consumer Services,Retail,79,0.6798279853096955,Industry
Consumer Services,Travel & Leisure,64,0.0737433909535643,Industry
Consumer Services,Media,19,0.7538155544215441,Industry
Transportation,Airlines,18,0.9562993272264281,Industry
Transportation,Railroads,30,0.09689592908232558,Industry
Transportation,Logistics,2,0.9651697088666443,Industry
