parent,child,Count,Growth_Rate,Type
,Alto Tâmega e Barroso,1829,0.9274556664888901,Overall
Alto Tâmega e Barroso,Technology,256,0.39438104119595097,Sector
Alto Tâmega e Barroso,Healthcare,125,0.002651743207222834,Sector
Alto Tâmega e Barroso,Finance,108,0.9705889756047732,Sector
Alto Tâmega e Barroso,Energy,184,0.13183525035361454,Sector
Alto Tâmega e Barroso,Consumer Goods,175,0.7489728182633467,Sector
Alto Tâmega e Barroso,Utilities,153,0.9012102645420358,Sector
Alto Tâmega e Barroso,Real Estate,178,0.4162377535826354,Sector
Alto Tâmega e Barroso,Telecommunications,83,0.9662037437043246,Sector
Alto Tâmega e Barroso,Materials,53,0.5966481351386925,Sector
Alto Tâmega e Barroso,Industrials,225,0.9109056845954238,Sector
Alto Tâmega e Barroso,Consumer Services,135,0.7942524731858336,Sector
Alto Tâmega e Barroso,Transportation,154,0.6149101916277282,Sector
Technology,Software,77,0.5104634743261973,Industry
Technology,Hardware,95,0.7271755665442202,Industry
Technology,IT Services,84,0.6262274118665976,Industry
Healthcare,Pharmaceuticals,17,0.08284591474425762,Industry
Healthcare,Medical Devices,65,0.6140522172589316,Industry
Healthcare,Healthcare Services,43,0.12784981093228187,Industry
Finance,Banking,18,0.3754430822163125,Industry
Finance,Insurance,7,0.1640410748152581,Industry
Finance,Investment Services,83,0.8488024365949324,Industry
Energy,Oil & Gas,31,0.17317632689361595,Industry
Energy,Renewable Energy,82,0.3031775904445212,Industry
Energy,Energy Exploration,71,0.6876265694107186,Industry
Consumer Goods,Food & Beverage,6,0.9550073696807939,Industry
Consumer Goods,Household Products,73,0.7226135583682225,Industry
Consumer Goods,Apparel,96,0.9323619081775609,Industry
Utilities,Electric,32,0.583069022897653,Industry
Utilities,Water,61,0.06719249128553562,Industry
Utilities,Gas,60,0.059133130686516044,Industry
Real Estate,Residential,31,0.8606802900497428,Industry
Real Estate,Commercial,65,0.7110916382331818,Industry
Real Estate,Industrial,82,0.41339522359285985,Industry
Telecommunications,Mobile,30,0.4614659415825334,Industry
Telecommunications,Broadband,50,0.12449269038656363,Industry
Telecommunications,Satellite,3,0.512722696741368,Industry
Materials,Chemicals,12,0.6192494594816808,Industry
Materials,Metals & Mining,31,0.3120100026393414,Industry
Materials,Construction Materials,10,0.8896619456590937,Industry
Industrials,Aerospace & Defense,52,0.8388447161271517,Industry
Industrials,Machinery,96,0.21459642874832763,Industry
Industrials,Industrial Services,77,0.35118914524850986,Industry
Consumer Services,Retail,24,0.8022085212700633,Industry
Consumer Services,Travel & Leisure,45,0.3632279431500396,Industry
Consumer Services,Media,66,0.3632629984477308,Industry
Transportation,Airlines,45,0.8542628342366326,Industry
Transportation,Railroads,44,0.6457087393369572,Industry
Transportation,Logistics,65,0.479314195191873,Industry
