parent,child,Count,Growth_Rate,Type
,Unterallgäu,1627,0.20272083026925092,Overall
Unterallgäu,Technology,113,0.12421102932445949,Sector
Unterallgäu,Healthcare,67,0.37532731696345467,Sector
Unterallgäu,Finance,190,0.834835664655835,Sector
Unterallgäu,Energy,132,0.9262411054639011,Sector
Unterallgäu,Consumer Goods,123,0.8021782891505541,Sector
Unterallgäu,Utilities,122,0.02669355312782773,Sector
Unterallgäu,Real Estate,158,0.03718689702740985,Sector
Unterallgäu,Telecommunications,242,0.6311024245799587,Sector
Unterallgäu,Materials,102,0.30137417152637846,Sector
Unterallgäu,Industrials,54,0.750028331182092,Sector
Unterallgäu,Consumer Services,181,0.0624830382171756,Sector
Unterallgäu,Transportation,143,0.2965762361223312,Sector
Technology,Software,2,0.6027696252410778,Industry
Technology,Hardware,64,0.6689822968149646,Industry
Technology,IT Services,47,0.6726608282710576,Industry
Healthcare,Pharmaceuticals,12,0.5411962109116095,Industry
Healthcare,Medical Devices,34,0.3569268767808258,Industry
Healthcare,Healthcare Services,21,0.7040933633423176,Industry
Finance,Banking,77,0.963465654095059,Industry
Finance,Insurance,99,0.9907786726621322,Industry
Finance,Investment Services,14,0.0926675843801229,Industry
Energy,Oil & Gas,68,0.9212527142106056,Industry
Energy,Renewable Energy,37,0.11432017792505456,Industry
Energy,Energy Exploration,27,0.8742857541452204,Industry
Consumer Goods,Food & Beverage,38,0.2643656654123546,Industry
Consumer Goods,Household Products,34,0.5516729357333156,Industry
Consumer Goods,Apparel,51,0.014037940435136731,Industry
Utilities,Electric,18,0.7031493025936052,Industry
Utilities,Water,37,0.24017484294874036,Industry
Utilities,Gas,67,0.8621786086406855,Industry
Real Estate,Residential,70,0.9896304926704208,Industry
Real Estate,Commercial,39,0.6926669016880306,Industry
Real Estate,Industrial,49,0.1381844704041777,Industry
Telecommunications,Mobile,82,0.8989663592001871,Industry
Telecommunications,Broadband,69,0.8154337995541177,Industry
Telecommunications,Satellite,91,0.7689643069377323,Industry
Materials,Chemicals,24,0.7195633487039549,Industry
Materials,Metals & Mining,71,0.716459545369814,Industry
Materials,Construction Materials,7,0.06567811925663047,Industry
Industrials,Aerospace & Defense,5,0.6650710716600948,Industry
Industrials,Machinery,16,0.5992093944877569,Industry
Industrials,Industrial Services,33,0.6831249806134639,Industry
Consumer Services,Retail,46,0.40049290616851085,Industry
Consumer Services,Travel & Leisure,88,0.6052624846060137,Industry
Consumer Services,Media,47,0.0436935738179709,Industry
Transportation,Airlines,79,0.16243832825784288,Industry
Transportation,Railroads,43,0.3185369784721028,Industry
Transportation,Logistics,21,0.7739652897016889,Industry
