parent,child,Count,Growth_Rate,Type
,Teltow-Fläming,1948,0.9818277626720607,Overall
Teltow-Fläming,Technology,163,0.38870467596892644,Sector
Teltow-Fläming,Healthcare,90,0.597295831900377,Sector
Teltow-Fläming,Finance,163,0.6588492671721474,Sector
Teltow-Fläming,Energy,171,0.14899527974503513,Sector
Teltow-Fläming,Consumer Goods,105,0.539349483839863,Sector
Teltow-Fläming,Utilities,218,0.40110189375261274,Sector
Teltow-Fläming,Real Estate,148,0.5228103187002353,Sector
Teltow-Fläming,Telecommunications,255,0.3735040087773852,Sector
Teltow-Fläming,Materials,226,0.7499588214305143,Sector
Teltow-Fläming,Industrials,196,0.9710466638849649,Sector
Teltow-Fläming,Consumer Services,169,0.8568386308028424,Sector
Teltow-Fläming,Transportation,44,0.6180080614358825,Sector
Technology,Software,82,0.8964069263290704,Industry
Technology,Hardware,19,0.44933018854322127,Industry
Technology,IT Services,62,0.04868521247207869,Industry
Healthcare,Pharmaceuticals,37,0.4675583921752242,Industry
Healthcare,Medical Devices,10,0.2770812161001984,Industry
Healthcare,Healthcare Services,43,0.09088003463832328,Industry
Finance,Banking,59,0.46874913332074886,Industry
Finance,Insurance,52,0.025976280624594228,Industry
Finance,Investment Services,52,0.20835881821977598,Industry
Energy,Oil & Gas,27,0.42563172554074635,Industry
Energy,Renewable Energy,86,0.2802882101947838,Industry
Energy,Energy Exploration,58,0.18722654763746926,Industry
Consumer Goods,Food & Beverage,77,0.9685466584098013,Industry
Consumer Goods,Household Products,4,0.8661506035643273,Industry
Consumer Goods,Apparel,24,0.06699932913159123,Industry
Utilities,Electric,91,0.024520817430528252,Industry
Utilities,Water,81,0.6967063636961498,Industry
Utilities,Gas,46,0.03827722638823672,Industry
Real Estate,Residential,70,0.9889787046029872,Industry
Real Estate,Commercial,7,0.45540807982495146,Industry
Real Estate,Industrial,71,0.5907923554962792,Industry
Telecommunications,Mobile,89,0.5765472900173416,Industry
Telecommunications,Broadband,71,0.7576458826982373,Industry
Telecommunications,Satellite,95,0.043113253469865165,Industry
Materials,Chemicals,65,0.8322299103666472,Industry
Materials,Metals & Mining,70,0.7347368977434433,Industry
Materials,Construction Materials,91,0.6049501926697546,Industry
Industrials,Aerospace & Defense,81,0.7152349735856653,Industry
Industrials,Machinery,77,0.6365301306757675,Industry
Industrials,Industrial Services,38,0.25473900242283765,Industry
Consumer Services,Retail,0,0.565987328837365,Industry
Consumer Services,Travel & Leisure,70,0.5066465695326658,Industry
Consumer Services,Media,99,0.7896674087419897,Industry
Transportation,Airlines,21,0.5731944297980608,Industry
Transportation,Railroads,20,0.09876189207396124,Industry
Transportation,Logistics,3,0.8130610703733038,Industry
