parent,child,Count,Growth_Rate,Type
,Monza e della Brianza,1715,0.4751456224237586,Overall
Monza e della Brianza,Technology,231,0.051567066422398944,Sector
Monza e della Brianza,Healthcare,97,0.6212430520871393,Sector
Monza e della Brianza,Finance,137,0.879066259522817,Sector
Monza e della Brianza,Energy,101,0.3186204958481531,Sector
Monza e della Brianza,Consumer Goods,139,0.042848231606090526,Sector
Monza e della Brianza,Utilities,169,0.7751296006897314,Sector
Monza e della Brianza,Real Estate,169,0.9937677809671116,Sector
Monza e della Brianza,Telecommunications,122,0.17764273753031,Sector
Monza e della Brianza,Materials,193,0.21586268816329368,Sector
Monza e della Brianza,Industrials,116,0.39861116160691046,Sector
Monza e della Brianza,Consumer Services,113,0.8903766662665678,Sector
Monza e della Brianza,Transportation,128,0.28332314092087674,Sector
Technology,Software,88,0.23804123636822083,Industry
Technology,Hardware,55,0.22816248567630104,Industry
Technology,IT Services,88,0.9828595961201461,Industry
Healthcare,Pharmaceuticals,71,0.3804322005219023,Industry
Healthcare,Medical Devices,16,0.40141851954852914,Industry
Healthcare,Healthcare Services,10,0.820683876195711,Industry
Finance,Banking,16,0.22773532497852522,Industry
Finance,Insurance,99,0.17772543008780883,Industry
Finance,Investment Services,22,0.501465183589195,Industry
Energy,Oil & Gas,22,0.9007257549494603,Industry
Energy,Renewable Energy,48,0.5811030802934437,Industry
Energy,Energy Exploration,31,0.0060754682211598965,Industry
Consumer Goods,Food & Beverage,27,0.66740059390357,Industry
Consumer Goods,Household Products,78,0.6312368463951303,Industry
Consumer Goods,Apparel,34,0.777963395373899,Industry
Utilities,Electric,36,0.43202376301535894,Industry
Utilities,Water,87,0.8435876968196184,Industry
Utilities,Gas,46,0.23279898903578555,Industry
Real Estate,Residential,31,0.03604434282463487,Industry
Real Estate,Commercial,97,0.9903669460566988,Industry
Real Estate,Industrial,41,0.9557376800812402,Industry
Telecommunications,Mobile,43,0.8445804141415321,Industry
Telecommunications,Broadband,21,0.013724144242406977,Industry
Telecommunications,Satellite,58,0.9467091205863785,Industry
Materials,Chemicals,89,0.09251017449087917,Industry
Materials,Metals & Mining,48,0.21856832005598215,Industry
Materials,Construction Materials,56,0.22360827559063767,Industry
Industrials,Aerospace & Defense,73,0.8279952749756869,Industry
Industrials,Machinery,30,0.7848113836986012,Industry
Industrials,Industrial Services,13,0.12116939873924937,Industry
Consumer Services,Retail,69,0.6801769369083759,Industry
Consumer Services,Travel & Leisure,6,0.38504925975470394,Industry
Consumer Services,Media,38,0.8938116121182443,Industry
Transportation,Airlines,75,0.19817726692898607,Industry
Transportation,Railroads,43,0.18679627484602856,Industry
Transportation,Logistics,10,0.27923265587783086,Industry
