parent,child,Count,Growth_Rate,Type
,Dibër,1779,0.7019860366794509,Overall
Dibër,Technology,135,0.6151515694682625,Sector
Dibër,Healthcare,229,0.5636291499621519,Sector
Dibër,Finance,171,0.6737736902002003,Sector
Dibër,Energy,195,0.6400439254784872,Sector
Dibër,Consumer Goods,270,0.4729725841144976,Sector
Dibër,Utilities,99,0.06874887115589545,Sector
Dibër,Real Estate,40,0.2327031362986297,Sector
Dibër,Telecommunications,132,0.2753063067146676,Sector
Dibër,Materials,99,0.29981176833466183,Sector
Dibër,Industrials,182,0.4563727984139835,Sector
Dibër,Consumer Services,107,0.16696044019682743,Sector
Dibër,Transportation,120,0.26060179993663346,Sector
Technology,Software,90,0.3772966187121459,Industry
Technology,Hardware,9,0.8631057730498554,Industry
Technology,IT Services,36,0.6117514623028012,Industry
Healthcare,Pharmaceuticals,52,0.8192169152606199,Industry
Healthcare,Medical Devices,78,0.3046559592291975,Industry
Healthcare,Healthcare Services,99,0.4431281436379806,Industry
Finance,Banking,93,0.8952955914958346,Industry
Finance,Insurance,12,0.18497811195041425,Industry
Finance,Investment Services,66,0.18770768945842142,Industry
Energy,Oil & Gas,64,0.4925982043617849,Industry
Energy,Renewable Energy,92,0.9080812602539731,Industry
Energy,Energy Exploration,39,0.9063071595662197,Industry
Consumer Goods,Food & Beverage,87,0.12246857463873329,Industry
Consumer Goods,Household Products,92,0.23797760726590544,Industry
Consumer Goods,Apparel,91,0.9209696887436232,Industry
Utilities,Electric,52,0.2291400791515079,Industry
Utilities,Water,19,0.5813032744082371,Industry
Utilities,Gas,28,0.7275272423812391,Industry
Real Estate,Residential,27,0.5675013590219489,Industry
Real Estate,Commercial,12,0.7982035534168074,Industry
Real Estate,Industrial,1,0.02343015452431585,Industry
Telecommunications,Mobile,77,0.3730419004028578,Industry
Telecommunications,Broadband,21,0.9116534926024115,Industry
Telecommunications,Satellite,34,0.8292387458469878,Industry
Materials,Chemicals,15,0.3083091798721108,Industry
Materials,Metals & Mining,0,0.16341449246447481,Industry
Materials,Construction Materials,84,0.8644326189331242,Industry
Industrials,Aerospace & Defense,72,0.9469228799752246,Industry
Industrials,Machinery,81,0.09941156507106685,Industry
Industrials,Industrial Services,29,0.7374675716953891,Industry
Consumer Services,Retail,46,0.9399986253442972,Industry
Consumer Services,Travel & Leisure,43,0.6608300659327423,Industry
Consumer Services,Media,18,0.40338259267137,Industry
Transportation,Airlines,42,0.5412834501761808,Industry
Transportation,Railroads,5,0.44337053921788316,Industry
Transportation,Logistics,73,0.2522083319467683,Industry
