parent,child,Count,Growth_Rate,Type
,Vestfold,2077,0.08021008143269803,Overall
Vestfold,Technology,179,0.5612249306506533,Sector
Vestfold,Healthcare,133,0.5376312537203801,Sector
Vestfold,Finance,220,0.742482309280939,Sector
Vestfold,Energy,231,0.8976725776507386,Sector
Vestfold,Consumer Goods,147,0.804053405898964,Sector
Vestfold,Utilities,169,0.6889673186708761,Sector
Vestfold,Real Estate,182,0.4717371494435977,Sector
Vestfold,Telecommunications,108,0.46133471648104407,Sector
Vestfold,Materials,228,0.3876750056790812,Sector
Vestfold,Industrials,152,0.6372176359356146,Sector
Vestfold,Consumer Services,138,0.7559288334549784,Sector
Vestfold,Transportation,190,0.22370708415122786,Sector
Technology,Software,45,0.44200201025482067,Industry
Technology,Hardware,93,0.8686579311153776,Industry
Technology,IT Services,41,0.8049024474788784,Industry
Healthcare,Pharmaceuticals,50,0.08829384891202596,Industry
Healthcare,Medical Devices,53,0.6652460182420732,Industry
Healthcare,Healthcare Services,30,0.8238016225488984,Industry
Finance,Banking,76,0.12121742261970914,Industry
Finance,Insurance,79,0.7258180278638587,Industry
Finance,Investment Services,65,0.3510169213998062,Industry
Energy,Oil & Gas,75,0.5829947218008074,Industry
Energy,Renewable Energy,99,0.17023860430415694,Industry
Energy,Energy Exploration,57,0.12677358876968703,Industry
Consumer Goods,Food & Beverage,20,0.6184636322313195,Industry
Consumer Goods,Household Products,92,0.1506494252926368,Industry
Consumer Goods,Apparel,35,0.8003413348170018,Industry
Utilities,Electric,29,0.25171395469094726,Industry
Utilities,Water,74,0.7510900300244426,Industry
Utilities,Gas,66,0.2884425706551035,Industry
Real Estate,Residential,56,0.06332052726467707,Industry
Real Estate,Commercial,50,0.6727731172474035,Industry
Real Estate,Industrial,76,0.4112907873409223,Industry
Telecommunications,Mobile,55,0.7337684480871707,Industry
Telecommunications,Broadband,34,0.381706421291616,Industry
Telecommunications,Satellite,19,0.9210075653810267,Industry
Materials,Chemicals,72,0.44760388750708724,Industry
Materials,Metals & Mining,91,0.18511243288136803,Industry
Materials,Construction Materials,65,0.8073010289597327,Industry
Industrials,Aerospace & Defense,53,0.07984966640804791,Industry
Industrials,Machinery,6,0.500650010231718,Industry
Industrials,Industrial Services,93,0.061756397384788886,Industry
Consumer Services,Retail,98,0.4307571910190211,Industry
Consumer Services,Travel & Leisure,9,0.7103733734161861,Industry
Consumer Services,Media,31,0.041907198548327584,Industry
Transportation,Airlines,83,0.630794904794317,Industry
Transportation,Railroads,28,0.4491742859432353,Industry
Transportation,Logistics,79,0.18461478563599754,Industry
