parent,child,Count,Growth_Rate,Type
,Lappi,1757,0.707950637232522,Overall
Lappi,Technology,86,0.3483055963152859,Sector
Lappi,Healthcare,159,0.030372753473521974,Sector
Lappi,Finance,201,0.9939094522892111,Sector
Lappi,Energy,199,0.3666806364142523,Sector
Lappi,Consumer Goods,105,0.04835055677691058,Sector
Lappi,Utilities,101,0.9033023437606801,Sector
Lappi,Real Estate,127,0.844046293781163,Sector
Lappi,Telecommunications,138,0.009227234653962912,Sector
Lappi,Materials,108,0.6183439937310067,Sector
Lappi,Industrials,192,0.1283028492042847,Sector
Lappi,Consumer Services,127,0.01744846589379978,Sector
Lappi,Transportation,214,0.1430417518084871,Sector
Technology,Software,6,0.14588326118911366,Industry
Technology,Hardware,65,0.876823116161133,Industry
Technology,IT Services,15,0.2046826386995021,Industry
Healthcare,Pharmaceuticals,54,0.9240556170249696,Industry
Healthcare,Medical Devices,58,0.5313434173470049,Industry
Healthcare,Healthcare Services,47,0.6630508737439561,Industry
Finance,Banking,92,0.3001658467639339,Industry
Finance,Insurance,89,0.2916436012677791,Industry
Finance,Investment Services,20,0.11482290187777344,Industry
Energy,Oil & Gas,70,0.4548340604652227,Industry
Energy,Renewable Energy,48,0.8895393404474673,Industry
Energy,Energy Exploration,81,0.7236187050351495,Industry
Consumer Goods,Food & Beverage,25,0.44003144154114393,Industry
Consumer Goods,Household Products,62,0.012028012506811847,Industry
Consumer Goods,Apparel,18,0.5748514423035527,Industry
Utilities,Electric,8,0.2728842045256322,Industry
Utilities,Water,45,0.8474098556895426,Industry
Utilities,Gas,48,0.7380795172255342,Industry
Real Estate,Residential,21,0.11684037741277187,Industry
Real Estate,Commercial,47,0.6129664951211204,Industry
Real Estate,Industrial,59,0.2973087408860241,Industry
Telecommunications,Mobile,44,0.1480499780647443,Industry
Telecommunications,Broadband,3,0.9673034647681249,Industry
Telecommunications,Satellite,91,0.4648729157189396,Industry
Materials,Chemicals,1,0.9016297094219506,Industry
Materials,Metals & Mining,31,0.40137718135266276,Industry
Materials,Construction Materials,76,0.9484186199721117,Industry
Industrials,Aerospace & Defense,62,0.07087758300080149,Industry
Industrials,Machinery,70,0.7242390832480415,Industry
Industrials,Industrial Services,60,0.36843607160660097,Industry
Consumer Services,Retail,64,0.6911441663974128,Industry
Consumer Services,Travel & Leisure,11,0.4491176975063417,Industry
Consumer Services,Media,52,0.9246279269798597,Industry
Transportation,Airlines,74,0.8317325543605613,Industry
Transportation,Railroads,47,0.5031618198612833,Industry
Transportation,Logistics,93,0.6754840188831197,Industry
