parent,child,Count,Growth_Rate,Type
,Agglomeratie Haarlem,1833,0.19337234662174274,Overall
Agglomeratie Haarlem,Technology,111,0.3963077340287666,Sector
Agglomeratie Haarlem,Healthcare,165,0.2560887648446425,Sector
Agglomeratie Haarlem,Finance,212,0.33868526776034,Sector
Agglomeratie Haarlem,Energy,54,0.7232940102024011,Sector
Agglomeratie Haarlem,Consumer Goods,193,0.7137135152178574,Sector
Agglomeratie Haarlem,Utilities,185,0.614631034369743,Sector
Agglomeratie Haarlem,Real Estate,136,0.8273687183065094,Sector
Agglomeratie Haarlem,Telecommunications,134,0.29277026388980776,Sector
Agglomeratie Haarlem,Materials,158,0.5499137350798365,Sector
Agglomeratie Haarlem,Industrials,107,0.8177683299436322,Sector
Agglomeratie Haarlem,Consumer Services,175,0.16762735922003735,Sector
Agglomeratie Haarlem,Transportation,203,0.879951655686221,Sector
Technology,Software,60,0.03343149992971872,Industry
Technology,Hardware,11,0.7337293987339092,Industry
Technology,IT Services,40,0.7013557477402329,Industry
Healthcare,Pharmaceuticals,73,0.736986781830705,Industry
Healthcare,Medical Devices,58,0.14604669739198917,Industry
Healthcare,Healthcare Services,34,0.9150083068693468,Industry
Finance,Banking,92,0.07703947432749925,Industry
Finance,Insurance,56,0.6564524661432548,Industry
Finance,Investment Services,64,0.40612674968124773,Industry
Energy,Oil & Gas,4,0.9721657125537071,Industry
Energy,Renewable Energy,21,0.973975007619673,Industry
Energy,Energy Exploration,29,0.058053995406091574,Industry
Consumer Goods,Food & Beverage,36,0.7107236763727482,Industry
Consumer Goods,Household Products,61,0.5810093170014778,Industry
Consumer Goods,Apparel,96,0.2527539926765705,Industry
Utilities,Electric,98,0.09448713027760747,Industry
Utilities,Water,29,0.18692589996501974,Industry
Utilities,Gas,58,0.5845390672850169,Industry
Real Estate,Residential,85,0.8523273502009728,Industry
Real Estate,Commercial,6,0.7977003461150771,Industry
Real Estate,Industrial,45,0.8487729291824471,Industry
Telecommunications,Mobile,81,0.06241110502364233,Industry
Telecommunications,Broadband,50,0.9126554026003463,Industry
Telecommunications,Satellite,3,0.06934727056460122,Industry
Materials,Chemicals,91,0.9788715781240259,Industry
Materials,Metals & Mining,55,0.9685757062537319,Industry
Materials,Construction Materials,12,0.8172607179036379,Industry
Industrials,Aerospace & Defense,3,0.921164690800536,Industry
Industrials,Machinery,95,0.839022400342391,Industry
Industrials,Industrial Services,9,0.6893827482796626,Industry
Consumer Services,Retail,78,0.06220248551628871,Industry
Consumer Services,Travel & Leisure,81,0.3381109551124877,Industry
Consumer Services,Media,16,0.9446568171418303,Industry
Transportation,Airlines,73,0.6335706760197993,Industry
Transportation,Railroads,45,0.30332845693044985,Industry
Transportation,Logistics,85,0.6731606263842073,Industry
