parent,child,Count,Growth_Rate,Type
,Görlitz,2007,0.45471123162026794,Overall
Görlitz,Technology,211,0.4315069676707287,Sector
Görlitz,Healthcare,209,0.7715848267962989,Sector
Görlitz,Finance,106,0.3677909349898304,Sector
Görlitz,Energy,199,0.9451196079603005,Sector
Görlitz,Consumer Goods,145,0.08256096488338971,Sector
Görlitz,Utilities,140,0.2622520964609162,Sector
Görlitz,Real Estate,101,0.87492639537025,Sector
Görlitz,Telecommunications,222,0.05317391049297171,Sector
Görlitz,Materials,153,0.5809072591249,Sector
Görlitz,Industrials,250,0.17228809149112,Sector
Görlitz,Consumer Services,117,0.8709143699525022,Sector
Görlitz,Transportation,154,0.4004972875322629,Sector
Technology,Software,71,0.2018789737983404,Industry
Technology,Hardware,77,0.9584781796837922,Industry
Technology,IT Services,63,0.9607536387308437,Industry
Healthcare,Pharmaceuticals,81,0.42323232063833194,Industry
Healthcare,Medical Devices,45,0.4002562584467543,Industry
Healthcare,Healthcare Services,83,0.05029580690073243,Industry
Finance,Banking,25,0.9854895039496953,Industry
Finance,Insurance,31,0.01836941661509428,Industry
Finance,Investment Services,50,0.23365822600178843,Industry
Energy,Oil & Gas,51,0.6502633999005255,Industry
Energy,Renewable Energy,62,0.0882017529556911,Industry
Energy,Energy Exploration,86,0.07161693568958694,Industry
Consumer Goods,Food & Beverage,60,0.6670456922063198,Industry
Consumer Goods,Household Products,28,0.44084431547333736,Industry
Consumer Goods,Apparel,57,0.9173170338979448,Industry
Utilities,Electric,61,0.44766962069980487,Industry
Utilities,Water,55,0.10831981882778807,Industry
Utilities,Gas,24,0.09884592712992313,Industry
Real Estate,Residential,43,0.925566963528828,Industry
Real Estate,Commercial,27,0.00047145869045750466,Industry
Real Estate,Industrial,31,0.2555883807666739,Industry
Telecommunications,Mobile,96,0.014785745557170493,Industry
Telecommunications,Broadband,97,0.2650159336759339,Industry
Telecommunications,Satellite,29,0.15043039097372835,Industry
Materials,Chemicals,70,0.7925699454305983,Industry
Materials,Metals & Mining,74,0.9898297150659027,Industry
Materials,Construction Materials,9,0.15006424381625016,Industry
Industrials,Aerospace & Defense,80,0.003695634046769647,Industry
Industrials,Machinery,83,0.1319458536315864,Industry
Industrials,Industrial Services,87,0.15724116276797628,Industry
Consumer Services,Retail,30,0.2629183531042182,Industry
Consumer Services,Travel & Leisure,37,0.7924831940680991,Industry
Consumer Services,Media,50,0.6091243982957002,Industry
Transportation,Airlines,4,0.16750635321792362,Industry
Transportation,Railroads,78,0.09899365654041281,Industry
Transportation,Logistics,72,0.03624128901729129,Industry
