parent,child,Count,Growth_Rate,Type
,Potsdam-Mittelmark,1921,0.37716731372536116,Overall
Potsdam-Mittelmark,Technology,177,0.7841736102659529,Sector
Potsdam-Mittelmark,Healthcare,113,0.38150922653480346,Sector
Potsdam-Mittelmark,Finance,32,0.7340041858647522,Sector
Potsdam-Mittelmark,Energy,206,0.08525870498899113,Sector
Potsdam-Mittelmark,Consumer Goods,226,0.3474095524680927,Sector
Potsdam-Mittelmark,Utilities,220,0.24664424449399103,Sector
Potsdam-Mittelmark,Real Estate,197,0.5349487475113213,Sector
Potsdam-Mittelmark,Telecommunications,208,0.6446149675272709,Sector
Potsdam-Mittelmark,Materials,112,0.7232676133431739,Sector
Potsdam-Mittelmark,Industrials,150,0.5687333268509922,Sector
Potsdam-Mittelmark,Consumer Services,143,0.9099065084410292,Sector
Potsdam-Mittelmark,Transportation,137,0.6097946168994202,Sector
Technology,Software,89,0.009550526017819916,Industry
Technology,Hardware,13,0.40351942296418875,Industry
Technology,IT Services,75,0.5555001272030554,Industry
Healthcare,Pharmaceuticals,26,0.2810894561913977,Industry
Healthcare,Medical Devices,83,0.4869048935742657,Industry
Healthcare,Healthcare Services,4,0.7303565191579942,Industry
Finance,Banking,8,0.364060444585528,Industry
Finance,Insurance,3,0.45369566959342666,Industry
Finance,Investment Services,21,0.2841126803694872,Industry
Energy,Oil & Gas,89,0.15183412775652283,Industry
Energy,Renewable Energy,45,0.8722290090720888,Industry
Energy,Energy Exploration,72,0.9832086457453508,Industry
Consumer Goods,Food & Beverage,90,0.6206833412385344,Industry
Consumer Goods,Household Products,71,0.5796452029714142,Industry
Consumer Goods,Apparel,65,0.16990698130058235,Industry
Utilities,Electric,41,0.9498564408408673,Industry
Utilities,Water,89,0.7372492871207181,Industry
Utilities,Gas,90,0.9853708882998091,Industry
Real Estate,Residential,59,0.8355942551663502,Industry
Real Estate,Commercial,57,0.9667451845899183,Industry
Real Estate,Industrial,81,0.6641045792704202,Industry
Telecommunications,Mobile,69,0.5483824322099118,Industry
Telecommunications,Broadband,98,0.2546461685431233,Industry
Telecommunications,Satellite,41,0.995599622841761,Industry
Materials,Chemicals,29,0.40783365174995356,Industry
Materials,Metals & Mining,70,0.1802857723318232,Industry
Materials,Construction Materials,13,0.23735224392038423,Industry
Industrials,Aerospace & Defense,30,0.4930267264953899,Industry
Industrials,Machinery,61,0.45625635998048664,Industry
Industrials,Industrial Services,59,0.7000455730252584,Industry
Consumer Services,Retail,39,0.3116599361552589,Industry
Consumer Services,Travel & Leisure,66,0.9823466740001032,Industry
Consumer Services,Media,38,0.33143684466581913,Industry
Transportation,Airlines,11,0.15159268240618695,Industry
Transportation,Railroads,45,0.5672671320890847,Industry
Transportation,Logistics,81,0.32687259791159873,Industry
