parent,child,Count,Growth_Rate,Type
,Bernkastel-Wittlich,1863,0.6588596266622447,Overall
Bernkastel-Wittlich,Technology,236,0.9759706941171018,Sector
Bernkastel-Wittlich,Healthcare,38,0.5256990858223448,Sector
Bernkastel-Wittlich,Finance,153,0.2671569775783341,Sector
Bernkastel-Wittlich,Energy,120,0.821667378371458,Sector
Bernkastel-Wittlich,Consumer Goods,184,0.9116114254394521,Sector
Bernkastel-Wittlich,Utilities,264,0.6452977422963283,Sector
Bernkastel-Wittlich,Real Estate,104,0.47923917405138905,Sector
Bernkastel-Wittlich,Telecommunications,198,0.08976280251327506,Sector
Bernkastel-Wittlich,Materials,123,0.5607738212889384,Sector
Bernkastel-Wittlich,Industrials,81,0.753074840002543,Sector
Bernkastel-Wittlich,Consumer Services,196,0.24236102706294593,Sector
Bernkastel-Wittlich,Transportation,166,0.9063954000684719,Sector
Technology,Software,70,0.1552416171826706,Industry
Technology,Hardware,91,0.3254892739306894,Industry
Technology,IT Services,75,0.7179481028118818,Industry
Healthcare,Pharmaceuticals,36,0.3877478957931043,Industry
Healthcare,Medical Devices,1,0.975906694335874,Industry
Healthcare,Healthcare Services,1,0.83844562617,Industry
Finance,Banking,49,0.0005704256284393416,Industry
Finance,Insurance,52,0.8979853634462042,Industry
Finance,Investment Services,52,0.2805904356047183,Industry
Energy,Oil & Gas,15,0.30743515091625795,Industry
Energy,Renewable Energy,73,0.6263300418730108,Industry
Energy,Energy Exploration,32,0.6939466043924655,Industry
Consumer Goods,Food & Beverage,79,0.43361512703424177,Industry
Consumer Goods,Household Products,61,0.7580433747692279,Industry
Consumer Goods,Apparel,44,0.8114291770062186,Industry
Utilities,Electric,99,0.912560949727467,Industry
Utilities,Water,90,0.8279573412096012,Industry
Utilities,Gas,75,0.5248471304015484,Industry
Real Estate,Residential,12,0.5690010919005476,Industry
Real Estate,Commercial,8,0.0810860662077787,Industry
Real Estate,Industrial,84,0.5444780064737352,Industry
Telecommunications,Mobile,85,0.9755692262085044,Industry
Telecommunications,Broadband,33,0.16034120810070984,Industry
Telecommunications,Satellite,80,0.9171885755863611,Industry
Materials,Chemicals,80,0.15732188005067926,Industry
Materials,Metals & Mining,32,0.21514873399081036,Industry
Materials,Construction Materials,11,0.35217264315079067,Industry
Industrials,Aerospace & Defense,47,0.18672678038601676,Industry
Industrials,Machinery,16,0.05085771818218798,Industry
Industrials,Industrial Services,18,0.36646002998636706,Industry
Consumer Services,Retail,70,0.9884682658139805,Industry
Consumer Services,Travel & Leisure,97,0.3292834535302356,Industry
Consumer Services,Media,29,0.8259019065676768,Industry
Transportation,Airlines,82,0.4600369805372644,Industry
Transportation,Railroads,67,0.16870103568982397,Industry
Transportation,Logistics,17,0.8003235428939262,Industry
