parent,child,Count,Growth_Rate,Type
,Pohjois-Karjala,1797,0.41410727576726647,Overall
Pohjois-Karjala,Technology,45,0.719530653273705,Sector
Pohjois-Karjala,Healthcare,184,0.3631545366529896,Sector
Pohjois-Karjala,Finance,139,0.052428921138221174,Sector
Pohjois-Karjala,Energy,185,0.7447062144745008,Sector
Pohjois-Karjala,Consumer Goods,144,0.21944399183308538,Sector
Pohjois-Karjala,Utilities,198,0.03652535510899535,Sector
Pohjois-Karjala,Real Estate,95,0.31414412043098816,Sector
Pohjois-Karjala,Telecommunications,131,0.5145753997719427,Sector
Pohjois-Karjala,Materials,247,0.19253267973793575,Sector
Pohjois-Karjala,Industrials,134,0.6621085978498423,Sector
Pohjois-Karjala,Consumer Services,93,0.3792285213848091,Sector
Pohjois-Karjala,Transportation,202,0.7663433836527322,Sector
Technology,Software,6,0.9499001052685557,Industry
Technology,Hardware,35,0.7462242359345277,Industry
Technology,IT Services,4,0.6912934528712082,Industry
Healthcare,Pharmaceuticals,99,0.8202923616763843,Industry
Healthcare,Medical Devices,32,0.7299089201470931,Industry
Healthcare,Healthcare Services,53,0.391921082923289,Industry
Finance,Banking,67,0.6069055443378344,Industry
Finance,Insurance,27,0.03902832268289258,Industry
Finance,Investment Services,45,0.5669102448745779,Industry
Energy,Oil & Gas,10,0.17133708872224984,Industry
Energy,Renewable Energy,99,0.7133982551420817,Industry
Energy,Energy Exploration,76,0.5657128569008385,Industry
Consumer Goods,Food & Beverage,10,0.3921457072496972,Industry
Consumer Goods,Household Products,62,0.7194502506938879,Industry
Consumer Goods,Apparel,72,0.3749151377821781,Industry
Utilities,Electric,44,0.894677088892503,Industry
Utilities,Water,70,0.048065339688881714,Industry
Utilities,Gas,84,0.5408978389636366,Industry
Real Estate,Residential,70,0.25638316911621084,Industry
Real Estate,Commercial,4,0.3768919951630195,Industry
Real Estate,Industrial,21,0.7263796524995909,Industry
Telecommunications,Mobile,62,0.3363358947833309,Industry
Telecommunications,Broadband,5,0.9072814623666202,Industry
Telecommunications,Satellite,64,0.11702548431942872,Industry
Materials,Chemicals,60,0.6333344905462297,Industry
Materials,Metals & Mining,95,0.06245934956465926,Industry
Materials,Construction Materials,92,0.5273404877548156,Industry
Industrials,Aerospace & Defense,80,0.7486428267034985,Industry
Industrials,Machinery,12,0.994245243277213,Industry
Industrials,Industrial Services,42,0.8271058013861032,Industry
Consumer Services,Retail,21,0.9373122211153228,Industry
Consumer Services,Travel & Leisure,29,0.9293337180846738,Industry
Consumer Services,Media,43,0.5244673938191045,Industry
Transportation,Airlines,27,0.4248724513401051,Industry
Transportation,Railroads,82,0.3080218243630096,Industry
Transportation,Logistics,93,0.18823068011746125,Industry
