parent,child,Count,Growth_Rate,Type
,Lõuna-Eesti,1794,0.022990842056516136,Overall
Lõuna-Eesti,Technology,164,0.13895323700843387,Sector
Lõuna-Eesti,Healthcare,241,0.2444206556948212,Sector
Lõuna-Eesti,Finance,13,0.9232456802464891,Sector
Lõuna-Eesti,Energy,154,0.9987711260122479,Sector
Lõuna-Eesti,Consumer Goods,142,0.6458157299964763,Sector
Lõuna-Eesti,Utilities,203,0.7410024903006976,Sector
Lõuna-Eesti,Real Estate,82,0.836220119903552,Sector
Lõuna-Eesti,Telecommunications,185,0.8936791079470157,Sector
Lõuna-Eesti,Materials,181,0.5839409847611919,Sector
Lõuna-Eesti,Industrials,54,0.7822982116221792,Sector
Lõuna-Eesti,Consumer Services,159,0.3356798241122031,Sector
Lõuna-Eesti,Transportation,216,0.3608023591105276,Sector
Technology,Software,19,0.8275148690573112,Industry
Technology,Hardware,70,0.14274961217694848,Industry
Technology,IT Services,75,0.9985916534734954,Industry
Healthcare,Pharmaceuticals,80,0.8137447363018332,Industry
Healthcare,Medical Devices,62,0.08648965418452437,Industry
Healthcare,Healthcare Services,99,0.4505404631633093,Industry
Finance,Banking,5,0.2773185898461852,Industry
Finance,Insurance,2,0.8502100077099785,Industry
Finance,Investment Services,6,0.523244674197924,Industry
Energy,Oil & Gas,86,0.4748356564639833,Industry
Energy,Renewable Energy,38,0.8126242783515106,Industry
Energy,Energy Exploration,30,0.26522208900480404,Industry
Consumer Goods,Food & Beverage,34,0.25160841082895224,Industry
Consumer Goods,Household Products,18,0.9307681376626269,Industry
Consumer Goods,Apparel,90,0.6697081629644187,Industry
Utilities,Electric,86,0.28742112852961554,Industry
Utilities,Water,69,0.968089467776191,Industry
Utilities,Gas,48,0.7199946978587419,Industry
Real Estate,Residential,52,0.9129748838790663,Industry
Real Estate,Commercial,13,0.6415300437967433,Industry
Real Estate,Industrial,17,0.11746517515248944,Industry
Telecommunications,Mobile,90,0.9777012789096151,Industry
Telecommunications,Broadband,84,0.7751811036757547,Industry
Telecommunications,Satellite,11,0.5673088374465989,Industry
Materials,Chemicals,89,0.06614966618658824,Industry
Materials,Metals & Mining,33,0.8498421393916646,Industry
Materials,Construction Materials,59,0.7602540390920965,Industry
Industrials,Aerospace & Defense,2,0.1982485560147187,Industry
Industrials,Machinery,44,0.918788518707389,Industry
Industrials,Industrial Services,8,0.45035826163641646,Industry
Consumer Services,Retail,44,0.5014726126467084,Industry
Consumer Services,Travel & Leisure,56,0.2614434846206555,Industry
Consumer Services,Media,59,0.7591901539770737,Industry
Transportation,Airlines,75,0.12217456799644999,Industry
Transportation,Railroads,96,0.8629587774721283,Industry
Transportation,Logistics,45,0.02973412177099155,Industry
