parent,child,Count,Growth_Rate,Type
,Požeško-slavonska županija,1819,0.8825626478503825,Overall
Požeško-slavonska županija,Technology,150,0.4783994806023335,Sector
Požeško-slavonska županija,Healthcare,117,0.12942408224022117,Sector
Požeško-slavonska županija,Finance,262,0.3916453770488776,Sector
Požeško-slavonska županija,Energy,108,0.9320448471139507,Sector
Požeško-slavonska županija,Consumer Goods,160,0.049867236539677395,Sector
Požeško-slavonska županija,Utilities,115,0.7044622215991826,Sector
Požeško-slavonska županija,Real Estate,59,0.3460192617866691,Sector
Požeško-slavonska županija,Telecommunications,143,0.2591251471095599,Sector
Požeško-slavonska županija,Materials,168,0.5024807798430805,Sector
Požeško-slavonska županija,Industrials,240,0.2582053901252962,Sector
Požeško-slavonska županija,Consumer Services,63,0.27872413412541874,Sector
Požeško-slavonska županija,Transportation,234,0.781516350477328,Sector
Technology,Software,33,0.4942521470506682,Industry
Technology,Hardware,57,0.07307373151043162,Industry
Technology,IT Services,60,0.5503354348602206,Industry
Healthcare,Pharmaceuticals,75,0.8033607271157092,Industry
Healthcare,Medical Devices,22,0.21437993019211532,Industry
Healthcare,Healthcare Services,20,0.33052444307555895,Industry
Finance,Banking,98,0.6948864292728378,Industry
Finance,Insurance,78,0.229979165949592,Industry
Finance,Investment Services,86,0.858356078657672,Industry
Energy,Oil & Gas,65,0.008633165583314728,Industry
Energy,Renewable Energy,32,0.1802606841688359,Industry
Energy,Energy Exploration,11,0.7498851157899028,Industry
Consumer Goods,Food & Beverage,53,0.9514281243863164,Industry
Consumer Goods,Household Products,65,0.14680897008057558,Industry
Consumer Goods,Apparel,42,0.6521640690287909,Industry
Utilities,Electric,47,0.9254933420250512,Industry
Utilities,Water,13,0.7360743466337764,Industry
Utilities,Gas,55,0.8697046639869349,Industry
Real Estate,Residential,7,0.9392650915606745,Industry
Real Estate,Commercial,22,0.4556578550921325,Industry
Real Estate,Industrial,30,0.8461681282629872,Industry
Telecommunications,Mobile,27,0.3600450154256648,Industry
Telecommunications,Broadband,21,0.5685788624846291,Industry
Telecommunications,Satellite,95,0.3268127970797373,Industry
Materials,Chemicals,9,0.8236839087641443,Industry
Materials,Metals & Mining,95,0.4956434417323049,Industry
Materials,Construction Materials,64,0.12864813143700982,Industry
Industrials,Aerospace & Defense,47,0.18550756910441368,Industry
Industrials,Machinery,97,0.9485436232906984,Industry
Industrials,Industrial Services,96,0.19974260163196622,Industry
Consumer Services,Retail,43,0.16198355968912992,Industry
Consumer Services,Travel & Leisure,2,0.49087386355355833,Industry
Consumer Services,Media,18,0.17542188054258823,Industry
Transportation,Airlines,45,0.383889825356726,Industry
Transportation,Railroads,94,0.08715922300248036,Industry
Transportation,Logistics,95,0.048002170180649006,Industry
