parent,child,Count,Growth_Rate,Type
,La Rioja,1846,0.3433820888056709,Overall
La Rioja,Technology,178,0.022226560064275036,Sector
La Rioja,Healthcare,224,0.3300461009336463,Sector
La Rioja,Finance,190,0.6557307178900957,Sector
La Rioja,Energy,154,0.5173672774732375,Sector
La Rioja,Consumer Goods,82,0.24617672574555138,Sector
La Rioja,Utilities,120,0.6729687464216578,Sector
La Rioja,Real Estate,167,0.4297222876981218,Sector
La Rioja,Telecommunications,99,0.5225982602137583,Sector
La Rioja,Materials,161,0.20709670941347735,Sector
La Rioja,Industrials,167,0.6371837122379332,Sector
La Rioja,Consumer Services,81,0.28882115592557245,Sector
La Rioja,Transportation,223,0.018515170997529418,Sector
Technology,Software,68,0.8780321828602621,Industry
Technology,Hardware,35,0.8645141675975705,Industry
Technology,IT Services,75,0.5520632526910852,Industry
Healthcare,Pharmaceuticals,53,0.7554474973821003,Industry
Healthcare,Medical Devices,87,0.34059911676030374,Industry
Healthcare,Healthcare Services,84,0.18034319071371163,Industry
Finance,Banking,60,0.4801565803311485,Industry
Finance,Insurance,98,0.6188271226498632,Industry
Finance,Investment Services,32,0.152116581178958,Industry
Energy,Oil & Gas,47,0.16513077827810618,Industry
Energy,Renewable Energy,91,0.10593913157077128,Industry
Energy,Energy Exploration,16,0.8454587577615779,Industry
Consumer Goods,Food & Beverage,15,0.12282079412610059,Industry
Consumer Goods,Household Products,18,0.8072766462686651,Industry
Consumer Goods,Apparel,49,0.21425627064215125,Industry
Utilities,Electric,7,0.5602647901395205,Industry
Utilities,Water,79,0.5158667892333562,Industry
Utilities,Gas,34,0.30989058948645287,Industry
Real Estate,Residential,29,0.35691308781964404,Industry
Real Estate,Commercial,81,0.21104409964675852,Industry
Real Estate,Industrial,57,0.16051430446095594,Industry
Telecommunications,Mobile,46,0.45332335698971116,Industry
Telecommunications,Broadband,3,0.4490590369195764,Industry
Telecommunications,Satellite,50,0.45439835949761986,Industry
Materials,Chemicals,15,0.17937993130555097,Industry
Materials,Metals & Mining,65,0.984577489189297,Industry
Materials,Construction Materials,81,0.64738846552242,Industry
Industrials,Aerospace & Defense,99,0.08083202434966208,Industry
Industrials,Machinery,21,0.18327073260776705,Industry
Industrials,Industrial Services,47,0.04538696674171705,Industry
Consumer Services,Retail,16,0.3734814055930612,Industry
Consumer Services,Travel & Leisure,41,0.8027631417998187,Industry
Consumer Services,Media,24,0.2948409806496888,Industry
Transportation,Airlines,89,0.42367531056788255,Industry
Transportation,Railroads,66,0.4974314325061149,Industry
Transportation,Logistics,68,0.258437220372003,Industry
