parent,child,Count,Growth_Rate,Type
,Erzincan,1486,0.773104240210766,Overall
Erzincan,Technology,138,0.6077565454569759,Sector
Erzincan,Healthcare,144,0.36650793354223,Sector
Erzincan,Finance,154,0.3031198900206302,Sector
Erzincan,Energy,193,0.5484196763865646,Sector
Erzincan,Consumer Goods,218,0.6835265858588246,Sector
Erzincan,Utilities,48,0.28257880051798134,Sector
Erzincan,Real Estate,50,0.20984316355787558,Sector
Erzincan,Telecommunications,73,0.7806345476529114,Sector
Erzincan,Materials,234,0.39819400405747507,Sector
Erzincan,Industrials,34,0.472090679374513,Sector
Erzincan,Consumer Services,73,0.8427635589296424,Sector
Erzincan,Transportation,127,0.15415828790729136,Sector
Technology,Software,62,0.9971948853699228,Industry
Technology,Hardware,23,0.24238900769169958,Industry
Technology,IT Services,53,0.5165862718140304,Industry
Healthcare,Pharmaceuticals,53,0.8933148807117911,Industry
Healthcare,Medical Devices,18,0.7483032462623002,Industry
Healthcare,Healthcare Services,73,0.002089916594792407,Industry
Finance,Banking,56,0.3142331083948534,Industry
Finance,Insurance,97,0.11512649469298897,Industry
Finance,Investment Services,1,0.5891894650651154,Industry
Energy,Oil & Gas,43,0.7862900169792362,Industry
Energy,Renewable Energy,94,0.36817646971761475,Industry
Energy,Energy Exploration,56,0.9227716933834054,Industry
Consumer Goods,Food & Beverage,44,0.9834290639377746,Industry
Consumer Goods,Household Products,86,0.9107968856875768,Industry
Consumer Goods,Apparel,88,0.9792469112564859,Industry
Utilities,Electric,10,0.29708014335780086,Industry
Utilities,Water,10,0.9063955508244939,Industry
Utilities,Gas,28,0.2718944816581079,Industry
Real Estate,Residential,16,0.3834390871205471,Industry
Real Estate,Commercial,22,0.3831548073898777,Industry
Real Estate,Industrial,12,0.026190844239389555,Industry
Telecommunications,Mobile,21,0.5401710953794648,Industry
Telecommunications,Broadband,25,0.7830627669223091,Industry
Telecommunications,Satellite,27,0.9651216404815044,Industry
Materials,Chemicals,71,0.45614577762870967,Industry
Materials,Metals & Mining,94,0.3056175400620873,Industry
Materials,Construction Materials,69,0.012919466915022548,Industry
Industrials,Aerospace & Defense,6,0.8918607226878527,Industry
Industrials,Machinery,7,0.5430750744785567,Industry
Industrials,Industrial Services,21,0.5480735082993734,Industry
Consumer Services,Retail,9,0.8582812878585613,Industry
Consumer Services,Travel & Leisure,29,0.7611389259890605,Industry
Consumer Services,Media,35,0.6262519833378453,Industry
Transportation,Airlines,85,0.5851397041650657,Industry
Transportation,Railroads,37,0.96365993754058,Industry
Transportation,Logistics,5,0.585515009254494,Industry
