Country,Growth_Rate,Sector
CHE,0.0104486785494775,Transportation
SVN,0.0207009801155982,Transportation
AUT,0.0195541604009912,Transportation
ISR,0.036678484731177,Transportation
KAZ,0.113051899066907,Transportation
IDN,0.0395434995077799,Transportation
BIH,0.0292544764028144,Transportation
THA,-0.0030774621823,Transportation
IRN,0.302861648149954,Transportation
RUS,-0.0500658941070161,Transportation
MLT,0.0563014321757071,Transportation
CZE,0.0254164178114009,Transportation
BRA,0.0457553894808462,Transportation
HRV,0.017413392561004,Transportation
LVA,0.0151390534588165,Transportation
MEX,0.105014373118533,Transportation
DEU,0.0246298375021123,Transportation
HUN,0.0366053129525927,Transportation
MAR,0.0371668862425638,Transportation
MYS,0.0126358352287086,Transportation
BEL,0.0201199040123448,Transportation
SVK,0.0208344344259697,Transportation
ROU,0.059563103677271,Transportation
ISL,0.0468662035137937,Transportation
AUS,0.0410038658977121,Transportation
USA,0.064774656548929,Transportation
ZAF,0.0815923784670045,Transportation
ALB,-0.0429645624598163,Transportation
IND,0.0561795799371176,Transportation
SRB,0.0577507598784195,Transportation
FIN,0.0139534883720931,Transportation
JPN,0.0240956113055182,Transportation
TWN,0.034876077362699,Transportation
MNE,0.0166442675488472,Transportation
COL,0.026396227751102,Transportation
DNK,0.0157207352466946,Transportation
ESP,0.0093385210337672,Transportation
EST,0.0315919172005916,Transportation
FRA,0.024753396476645,Transportation
GBR,0.0345144241812927,Transportation
PRT,0.0054630441133509,Transportation
TUR,0.181210754986051,Transportation
BGR,0.0232558139534884,Transportation
PHL,0.0574216523197467,Transportation
ITA,0.0232612182192429,Transportation
PAK,-0.0004339746418525,Transportation
LUX,0.0231808300573324,Transportation
MKD,0.0144311494156696,Transportation
KOR,0.0339668736131968,Transportation
SGP,-0.0023177376177606,Transportation
HKG,0.03489330844067,Transportation
UKR,0.0347237339314839,Transportation
CAN,0.0616084795249084,Transportation
SWE,0.0089900882388491,Transportation
GRC,0.0198032383505181,Transportation
NLD,0.0225390603433997,Transportation
NOR,0.0006914481690452,Transportation
POL,0.0422347571993945,Transportation
VNM,0.0426238694236694,Transportation
LTU,0.0468597481135374,Transportation
DZA,0.0,Transportation
MDA,0.040547958979599,Transportation
NZL,0.0451767888795596,Transportation
