Country,NUTS1_ID,NUTS_NAME,Growth_Rate
ALB,AL0,Shqipëria,0.1861547934195934
AUT,AT2,Südösterreich,0.7603421158981789
AUT,AT3,Westösterreich,0.708267479892695
AUT,AT1,Ostösterreich,0.7238021841549063
BEL,BE3,Région wallonne,0.8449479313591816
BEL,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,0.7124749008951561
BEL,BE2,Vlaams Gewest,0.25634216453201764
BGR,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,0.07533126457768424
BGR,BG3,Severna i Yugoiztochna Bulgaria,0.11921057761244658
CHE,CH0,Schweiz/Suisse/Svizzera,0.973337494530704
CYP,CY0,Kýpros,0.10102629687371412
CZE,CZ0,Česko,0.8825216896512335
DEU,DEF,Schleswig-Holstein,0.5910058079951894
DEU,DE8,Mecklenburg-Vorpommern,0.20217665292929543
DEU,DEG,Thüringen,0.5304821701360461
DEU,DE9,Niedersachsen,0.5064946201296288
DEU,DE1,Baden-Württemberg,0.9022750400362841
DEU,DEA,Nordrhein-Westfalen,0.6280796861540767
DEU,DEB,Rheinland-Pfalz,0.40855488262879003
DEU,DEC,Saarland,0.9661095864973241
DEU,DE2,Bayern,0.5082680226812568
DEU,DE3,Berlin,0.8879320383913605
DEU,DED,Sachsen,0.02754363341096655
DEU,DE4,Brandenburg,0.8320685636799376
DEU,DE5,Bremen,0.28631235570555547
DEU,DE6,Hamburg,0.9432260489732491
DEU,DEE,Sachsen-Anhalt,0.33349577729955027
DEU,DE7,Hessen,0.4393316916119523
DNK,DK0,Danmark,0.27299203115557025
ESP,ES2,Noreste,0.09829989342419487
ESP,ES3,Comunidad de Madrid,0.5912136773431338
ESP,ES4,Centro (ES),0.7903773024475744
ESP,ES5,Este,0.0469635000202987
ESP,ES1,Noroeste,0.978097166265183
ESP,ES6,Sur,0.6571851022351318
EST,EE0,Eesti,0.028656613814747378
FIN,FI1,Manner-Suomi,0.4336500692604919
FIN,FI2,Åland,0.3017459134436249
FRA,FRF,Grand Est,0.856670074854278
FRA,FRK,Auvergne-Rhône-Alpes,0.5717308472263055
FRA,FRG,Pays de la Loire,0.3748732498189504
FRA,FRL,Provence-Alpes-Côte d’Azur,0.026630098497251953
FRA,FRM,Corse,0.29904714767535123
FRA,FRH,Bretagne,0.920684493898945
FRA,FRI,Nouvelle-Aquitaine,0.21939337932083947
FRA,FRE,Hauts-de-France,0.10813079859413999
FRA,FRJ,Occitanie,0.6759057272448209
FRA,FR1,Ile-de-France,0.6794584904942066
FRA,FRC,Bourgogne-Franche-Comté,0.5393468352149242
FRA,FRD,Normandie,0.3956839657744393
FRA,FRB,Centre — Val de Loire,0.937037990217466
HRV,HR0,Hrvatska,0.43067625601107584
HUN,HU2,Dunántúl,0.6126609513655117
HUN,HU1,Közép-Magyarország,0.14373486971166238
HUN,HU3,Alföld és Észak,0.774323821857821
IRL,IE0,Ireland,0.6749103999017174
ISL,IS0,Ísland,0.7045407074135541
ITA,ITC,Nord-Ovest,0.2487140785107007
ITA,ITH,Nord-Est,0.7145037480958535
ITA,ITF,Sud,0.4504494349509276
ITA,ITG,Isole,0.19633420211128338
ITA,ITI,Centro (IT),0.6482848455263559
LIE,LI0,Liechtenstein,0.7248600134765979
LTU,LT0,Lietuva,0.46456514257485204
LUX,LU0,Luxembourg,0.19183103047186678
LVA,LV0,Latvija,0.917672656267873
MKD,MK0,Severna Makedonija ,0.9441804526588421
MLT,MT0,Malta,0.6582718312861073
MNE,ME0,Crna Gora,0.516219662911212
NLD,NL1,Noord-Nederland,0.7353575919702101
NLD,NL2,Oost-Nederland,0.8776083998337529
NLD,NL3,West-Nederland,0.45037264249426634
NLD,NL4,Zuid-Nederland,0.6942168300545013
NOR,NO0,Norge,0.5483883016735942
POL,PL4,Makroregion północno-zachodni,0.29289559626357375
POL,PL5,Makroregion południowo-zachodni,0.7400366280493561
POL,PL6,Makroregion północny,0.8924754909505933
POL,PL7,Makroregion centralny,0.7924858902357105
POL,PL8,Makroregion wschodni,0.4849896158219804
POL,PL9,Makroregion województwo mazowieckie,0.31086114258445174
POL,PL2,Makroregion południowy,0.8589075806026933
PRT,PT3,Região Autónoma da Madeira,0.06618734712533081
PRT,PT1,Continente,0.10868902196192298
PRT,PT2,Região Autónoma dos Açores,0.32998583121249137
ROU,RO1,Macroregiunea Unu,0.4917092583317608
ROU,RO2,Macroregiunea Doi,0.8125045977386612
ROU,RO3,Macroregiunea Trei,0.4101119550629615
ROU,RO4,Macroregiunea Patru,0.6574827149899554
SRB,RS1,Serbia - sever,0.9179138011761943
SRB,RS2,Serbia - jug ,0.35923660965248716
SVK,SK0,Slovensko,0.6154368344666885
SVN,SI0,Slovenija,0.7204656996440396
SWE,SE1,Östra Sverige,0.09984309462816077
SWE,SE2,Södra Sverige,0.4024419219487957
SWE,SE3,Norra Sverige,0.05139921639981093
TUR,TR4,Doğu Marmara,0.3124672239921197
TUR,TR8,Batı Karadeniz,0.6385117946955993
TUR,TR9,Doğu Karadeniz,0.763979911449756
TUR,TRA,Kuzeydoğu Anadolu,0.13093735683316576
TUR,TRB,Ortadoğu Anadolu,0.29806909481639743
TUR,TRC,Güneydoğu Anadolu,0.9816188576260664
TUR,TR1,İstanbul,0.3548894322185948
TUR,TR5,Batı Anadolu,0.05549909289405597
TUR,TR2,Batı Marmara,0.24820200974766038
TUR,TR6,Akdeniz,0.7089011698694625
TUR,TR7,Orta Anadolu,0.8033246612773441
TUR,TR3,Ege,0.09051013215404158
