State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.003385810801574296
AK,2,Alaska,0.5800540335544765
AZ,4,Arizona,0.3211694814919577
AR,5,Arkansas,0.37585955309239183
CA,6,California,0.06804076920429591
CO,8,Colorado,0.0993677159446652
CT,9,Connecticut,0.4232489874359089
DE,10,Delaware,0.9910125782232871
DC,11,District of Columbia,0.16588566433354035
FL,12,Florida,0.6835056399948306
GA,13,Georgia,0.4756773648052737
HI,15,Hawaii,0.6378933242288052
ID,16,Idaho,0.3193693579247221
IL,17,Illinois,0.5090880292974048
IN,18,Indiana,0.5374981155645754
IA,19,Iowa,0.02769856088342859
KS,20,Kansas,0.40936331476051
KY,21,Kentucky,0.40136343788423057
LA,22,Louisiana,0.8145331894020444
ME,23,Maine,0.6998391922375441
MD,24,Maryland,0.17039590997728438
MA,25,Massachusetts,0.1400027190447597
MI,26,Michigan,0.4870164091669139
MN,27,Minnesota,0.08525845767061868
MS,28,Mississippi,0.6269482601795953
MO,29,Missouri,0.9508894487551932
MT,30,Montana,0.7706893287200274
NE,31,Nebraska,0.11362612694163698
NV,32,Nevada,0.8819626252782955
NH,33,New Hampshire,0.21213054822524546
NJ,34,New Jersey,0.5939530638857262
NM,35,New Mexico,0.021656001313658413
NY,36,New York,0.7311513227973372
NC,37,North Carolina,0.5393379457112873
ND,38,North Dakota,0.18148950205036252
OH,39,Ohio,0.954905183491325
OK,40,Oklahoma,0.3277937464616275
OR,41,Oregon,0.5866473432385746
PA,42,Pennsylvania,0.40213856254139024
RI,44,Rhode Island,0.8448119694343066
SC,45,South Carolina,0.30891210904647537
SD,46,South Dakota,0.6312745792270639
TN,47,Tennessee,0.39851333274155243
TX,48,Texas,0.6046210695065899
UT,49,Utah,0.38542662321289045
VT,50,Vermont,0.7057357433654502
VA,51,Virginia,0.8890849587743477
WA,53,Washington,0.8317470740206336
WV,54,West Virginia,0.14000828255331377
WI,55,Wisconsin,0.5182574975736268
WY,56,Wyoming,0.6979296712135609
PR,72,Puerto Rico,0.6978924800351395
