State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.8642120258546684
AK,2,Alaska,0.29536469974025836
AZ,4,Arizona,0.5173138593824489
AR,5,Arkansas,0.8649404558559599
CA,6,California,0.5814656098157863
CO,8,Colorado,0.043633116979285624
CT,9,Connecticut,0.057208272269519855
DE,10,Delaware,0.28165270442835866
DC,11,District of Columbia,0.6826204307128259
FL,12,Florida,0.1789368113760066
GA,13,Georgia,0.6705736675697423
HI,15,Hawaii,0.13918712638392272
ID,16,Idaho,0.257951774981957
IL,17,Illinois,0.22659007960708577
IN,18,Indiana,0.3858005455315112
IA,19,Iowa,0.8759321365881567
KS,20,Kansas,0.9359410120818884
KY,21,Kentucky,0.23762471208283864
LA,22,Louisiana,0.20611830839910195
ME,23,Maine,0.020050873735569796
MD,24,Maryland,0.3075467546622703
MA,25,Massachusetts,0.8185828417121925
MI,26,Michigan,0.619144932477135
MN,27,Minnesota,0.43498993703513755
MS,28,Mississippi,0.577019618861907
MO,29,Missouri,0.0988449152953701
MT,30,Montana,0.42421200677435944
NE,31,Nebraska,0.7689185533673792
NV,32,Nevada,0.8166089264004922
NH,33,New Hampshire,0.768289844198722
NJ,34,New Jersey,0.5522237634576773
NM,35,New Mexico,0.1459885429877531
NY,36,New York,0.6982877391643668
NC,37,North Carolina,0.5886453191239195
ND,38,North Dakota,0.8988036135380194
OH,39,Ohio,0.24697527688284304
OK,40,Oklahoma,0.6498752523694586
OR,41,Oregon,0.2929323178185995
PA,42,Pennsylvania,0.6965073308536871
RI,44,Rhode Island,0.8204970300208188
SC,45,South Carolina,0.3369073050409983
SD,46,South Dakota,0.46593904372089745
TN,47,Tennessee,0.6387161114662246
TX,48,Texas,0.08144803904969955
UT,49,Utah,0.5385357935394115
VT,50,Vermont,0.6701822778185107
VA,51,Virginia,0.5979622493320446
WA,53,Washington,0.9958289961896022
WV,54,West Virginia,0.792615057839829
WI,55,Wisconsin,0.23027995665346157
WY,56,Wyoming,0.6010078109084057
PR,72,Puerto Rico,0.35203238382470337
