State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.4853698557874201
AK,2,Alaska,0.7555665787714095
AZ,4,Arizona,0.9119131444554622
AR,5,Arkansas,0.44405038214398007
CA,6,California,0.18363095456763578
CO,8,Colorado,0.5496988429208081
CT,9,Connecticut,0.8444587040631304
DE,10,Delaware,0.8116688331466654
DC,11,District of Columbia,0.9024252048277728
FL,12,Florida,0.33434808737968136
GA,13,Georgia,0.8117665121712817
HI,15,Hawaii,0.31961419180180806
ID,16,Idaho,0.10387792392541595
IL,17,Illinois,0.42779803325217924
IN,18,Indiana,0.8514356633510007
IA,19,Iowa,0.18463952042193965
KS,20,Kansas,0.3782804770443924
KY,21,Kentucky,0.8629759493219005
LA,22,Louisiana,0.626384706940848
ME,23,Maine,0.8802763887406319
MD,24,Maryland,0.04661017790053967
MA,25,Massachusetts,0.32162221888691056
MI,26,Michigan,0.8144848384295753
MN,27,Minnesota,0.09353789817472902
MS,28,Mississippi,0.7372595452631185
MO,29,Missouri,0.0722068933973099
MT,30,Montana,0.993420899839527
NE,31,Nebraska,0.17749089498269455
NV,32,Nevada,0.9415264971710621
NH,33,New Hampshire,0.8765601208316322
NJ,34,New Jersey,0.5366566261301036
NM,35,New Mexico,0.33101882222914336
NY,36,New York,0.9930844946450416
NC,37,North Carolina,0.29647217347955535
ND,38,North Dakota,0.7509043532494838
OH,39,Ohio,0.40225993101427304
OK,40,Oklahoma,0.6462338740117842
OR,41,Oregon,0.7174812809424572
PA,42,Pennsylvania,0.24799867294961753
RI,44,Rhode Island,0.6948755684239655
SC,45,South Carolina,0.48949876675931425
SD,46,South Dakota,0.033683137390754014
TN,47,Tennessee,0.8430034410874859
TX,48,Texas,0.6412002851730162
UT,49,Utah,0.6359102048795079
VT,50,Vermont,0.08995512545447115
VA,51,Virginia,0.2892676306353521
WA,53,Washington,0.6146726129731122
WV,54,West Virginia,0.3192170713353304
WI,55,Wisconsin,0.1635061796744227
WY,56,Wyoming,0.062223944334862114
PR,72,Puerto Rico,0.9140624304994904
