State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.02472750447256522
AK,2,Alaska,0.9294318629022036
AZ,4,Arizona,0.514267131308293
AR,5,Arkansas,0.869707893997395
CA,6,California,0.6227292533982894
CO,8,Colorado,0.7181731687008523
CT,9,Connecticut,0.8451576967728455
DE,10,Delaware,0.3952522157504438
DC,11,District of Columbia,0.2777019217582042
FL,12,Florida,0.7024837228256887
GA,13,Georgia,0.32545208093484324
HI,15,Hawaii,0.20162167744173665
ID,16,Idaho,0.9489885730805023
IL,17,Illinois,0.1780348713091413
IN,18,Indiana,0.9385225931675537
IA,19,Iowa,0.4239437331575302
KS,20,Kansas,0.757122061225977
KY,21,Kentucky,0.232809073164577
LA,22,Louisiana,0.33703210813556306
ME,23,Maine,0.6560730862876845
MD,24,Maryland,0.45222212136615336
MA,25,Massachusetts,0.36313044914668247
MI,26,Michigan,0.2814334810055301
MN,27,Minnesota,0.9724502162420762
MS,28,Mississippi,0.3868116710348639
MO,29,Missouri,0.9048726518835939
MT,30,Montana,0.11774693072332454
NE,31,Nebraska,0.6873998144694323
NV,32,Nevada,0.7631692646482866
NH,33,New Hampshire,0.443225474605049
NJ,34,New Jersey,0.15669980350565638
NM,35,New Mexico,0.6433824729488543
NY,36,New York,0.2457829228429378
NC,37,North Carolina,0.9348653573193557
ND,38,North Dakota,0.42125634488575336
OH,39,Ohio,0.7829236545164857
OK,40,Oklahoma,0.20559062653595606
OR,41,Oregon,0.8496664629514797
PA,42,Pennsylvania,0.9527775929885874
RI,44,Rhode Island,0.3154098075138031
SC,45,South Carolina,0.9136443345018166
SD,46,South Dakota,0.5881982612968247
TN,47,Tennessee,0.8927116963270622
TX,48,Texas,0.5367543379827926
UT,49,Utah,0.8377481683260363
VT,50,Vermont,0.9768085908404966
VA,51,Virginia,0.13009621660352455
WA,53,Washington,0.9537889167397305
WV,54,West Virginia,0.9659265522325822
WI,55,Wisconsin,0.30722042411382955
WY,56,Wyoming,0.07859949761527607
PR,72,Puerto Rico,0.3755449196484102
