Country,Size,Sector,Location,NUTS3_ID,COUNTY_ID,State,Name,Growth,Borrow,Shrink,IR,EWS
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837676,True,False,False,Aa2,Low
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837677,False,True,False,Aa2,Severe
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837678,False,True,False,Aa3,High
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837679,True,False,False,Baa1,Low
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837680,True,False,False,A3,Medium
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837681,True,False,False,Aaa,Low
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837682,True,True,False,Caa/C,Medium
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837683,True,False,False,Aa3,High
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837684,True,True,False,Ba3,Severe
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837685,False,True,True,Baa1,Severe
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837686,True,True,False,Baa3,Low
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837687,True,False,False,A1,High
USA,Large,HiTech,"Johnson, NE, USA",,31097.0,NE,Name4837689,False,True,False,Ba2,Low
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837690,False,True,True,B3,Low
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837693,True,False,False,Baa1,Low
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837694,False,True,False,Aa2,Severe
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837695,False,False,True,Baa3,High
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837696,True,False,False,Ba2,Severe
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837697,False,True,True,Aa3,Low
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837698,True,True,False,Baa2,Low
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837699,True,False,False,A3,Low
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837700,True,True,False,Aa3,Severe
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837701,True,False,False,A3,High
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837704,False,True,False,Ba3,Medium
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837705,True,False,False,Ba1,High
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837706,False,True,False,B1,Medium
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837709,True,True,False,Aa1,Low
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837710,False,True,False,B2,Low
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837711,True,True,False,Aa3,Medium
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837713,True,False,False,B1,Severe
USA,Large,Agriculture,"Johnson, NE, USA",,31097.0,NE,Name4837715,True,True,False,A2,Low
